Requisition ID,Requisition Line Description,Requisitioned Quantity,UOMID,Expected Purchase Price,Completed Date Time,Cancelled Date Time,Created By Contact ID,Asset ID
1079,Still water 0.5 liters,1680.0000000,2,0.2000000,,,1889,223194
1080,"Gasket 40"" #300",20.0000000,2,250.0000000,,,1973,247511
1081,Pump casing TC coated for 130-PC-005A/B,2.0000000,2,7000.0000000,,,1973,247512
1081,Impeller TC coated for 130-PC-005A/B,2.0000000,2,5000.0000000,,,1973,247513
1081,End Cover TC coated for 130-PC-005A/B,2.0000000,2,7000.0000000,,,1973,247514
1081,Impeller Nut TC coated for 130-PC-005A/B,2.0000000,2,5000.0000000,,,1973,247515
1082,ACTUATOR-V45TD-1530-MUR,1.0000000,8,67500.0000000,,,1973,247758
1082,ACTUATOR-V45TD-1510-MUR,1.0000000,8,47000.0000000,,,1973,247757
1082,ACTUATOR-V45TD-1520-MUR,1.0000000,8,52000.0000000,,,1973,247756
1083,Laboratory equipment technical inspection ,1.0000000,2,10000.0000000,,,703,224970
1084,Temperature element ,1.0000000,2,0.0000000,,20/05/2024 11:37:50 AM,689,221943
1085,Легковой автомобиль,3.0000000,2,1.0000000,,,1921,248838
1086,"""""""Организация торжественного обеда для участников выставки (количество на 1000 человеқ), и для VIP-гостей (количество на 500 человеқ), в рамках 26-х Международных дней «Нефть и газ Узбекистана – ОГУ 2024 » 14,15,16 мая""""""",1.0000000,2,34000.0000000,12/08/2024 3:30:36 PM,12/08/2024 3:30:36 PM,1185,248836
1087,""" Услуга «Обязательное страхование гражданской ответственности владельцев транспортных средств»""",1.0000000,2,1.0000000,,,1921,248850
1088,Бязь х/б суровая,2000.0000000,12,2.5900000,,,1889,177073
1089,механический услуг для теплообменника с воздушным охлаждением UzGTL 140-EA-004.,1.0000000,2,55000.0000000,,,1463,249235
1090,"""На разработку рабочего проекта (РП)  «Реконструкцию системы пожаротушения и инженерного оборудования ООО «Uzbekistan GTL» - GTL Chinoz terminal»""",1.0000000,2,25000.0000000,29/05/2024 8:52:45 AM,29/05/2024 8:52:45 AM,2029,248837
1091,"Оказание услуг по техническому обслуживанию, выполнению работ по ремонту, системы пожарной сигнализации, автоматики пожаротушения завода Uzbekistan GTL, здания Административно-бытового комплекса, зданий Вахтового городка, зданий КПП,объектов склада «ЖАЙРО",1.0000000,2,350000.0000000,,,1176,249251
1092,Fischer-Tropsch synthesis catalyst,2784.0000000,50,95000.0000000,,,1958,249277
1093,«Uzbekistan GTL» МЧЖ  Чиноз Терминал xодимларини кефир билан таминлаш,22668.0000000,2,0.8000000,,,695,249901
1094,"Regarding the signing of the contract for monitoring and technical support automated human resources management system ""GTL-HRM""",1.0000000,2,17000.0000000,,,1902,249913
1095,Огнетушитель ОП-10,15.0000000,2,50.0000000,24/05/2024 3:01:29 PM,24/05/2024 3:01:29 PM,663,218286
1096,About the conclusion of an agreement on affixing a label (stencil) indicating the level of danger to railway wagons loaded with the products of Uzbekistan GTL LLC,1.0000000,2,10.0000000,,,2116,251256
1098, toposyomka ishlarini bajarish - Mamuriy bino (ABK),1.0000000,26,3960.0000000,,,839,251258
1099,"Size: 14"" (Size: 350mm) GSKT, 316L SS WND GRAPH FILL CS I/R CS O/R RF B16.20 CL150 4.5MM THK (3.2MM RING) SPR WND (I61389514)",1.0000000,2,8.3800000,27/05/2024 2:11:16 PM,27/05/2024 2:11:16 PM,1186,225474
1100,"Regarding the creation and studying of a permanent commission in the direction of “Industrial safety, labor protection and environmental protection”",12.0000000,2,200.0000000,,,1902,251323
1101,Услуга «Автосервис по ремонту автотранспортных средств и специальной техники».,1.0000000,2,0.0000000,,,1921,224661
1102,Milliy standart. Sintetik nafta,1.0000000,2,468.0000000,28/05/2024 4:44:49 PM,28/05/2024 4:44:49 PM,839,251371
1103,Milliy standart. Sintetik nafta,1.0000000,2,468.0000000,,31/05/2024 9:55:10 AM,839,251371
1104,ISO/IEC 17025 standarti talabi bo'yicha xizmat ko'rsatish,1.0000000,2,1500.0000000,,,703,251436
1105,"""На разработку рабочего проекта (РП)  «Реконструкцию системы пожаротушения и инженерного оборудования ООО «Uzbekistan GTL» - GTL Chinoz terminal»""",1.0000000,2,0.0000000,,,2029,248837
1106,ISO container for multimodal transportation of caustic soda solution.,1.0000000,2,40000.0000000,,,2046,248839
1107,Полиэтиленовая плёнка для обеспечение герметичности контейнеров для транспортировки и безопасной утилизации производственных отходов таких как неорганическая соль и биологический шлам установок очистки сырой воды и очистных сооружений выработанных,600.0000000,17,2.1500000,,,2098,251257
1108,"Carrying out industrial safety examination of capacities over 20 years old at ""GTL Chinoz Terminal"".",1.0000000,2,50000.0000000,,,663,251439
1109,Perform an ultrasonic thickness measurement (UTM) of equipment to collect baseline data,1.0000000,2,25000.0000000,,,735,251438
1110,"Предназначена для испытания запорной, регулирующей арматуры и предохранительных клапанов",1.0000000,2,50000.0000000,,,1141,251440
1111,HPS Lamp 150W,100.0000000,2,15.0000000,,,1973,214805
1112,"Sovuq suv hisoblagichi Ultratovushli DN80mm (nominal suv sarfi Qn, m3/soat 80)",1.0000000,2,200.0000000,,,1656,251494
1113,Жабрланувчини кутариш учун йиғма носилка,2.0000000,2,125.0000000,,,695,251504
1114,"Краткосрочный курс обучения, организованный в Академии Службы государственной безопасности Республики Узбекистан имени Амира Темура",1.0000000,2,300.0000000,,,2029,251505
1115,Milliy standart. Texnik sintetik kerosin. ,1.0000000,2,430.0000000,5/06/2024 9:53:24 AM,5/06/2024 9:53:24 AM,839,251368
1116,АВР (Автоматическая включения резерва),1.0000000,2,250.0000000,,,1476,251589
1117,Автошины (Для легковых),20.0000000,2,0.0000000,,,1921,251590
1118,Автошины (Внедорожника),4.0000000,2,0.0000000,,,1921,251591
1119,Автошины (Кроссовера),4.0000000,2,0.0000000,,,1921,251592
1120,Автошины (грузовой),6.0000000,2,0.0000000,,,1921,251593
1121,"Course for ""Advanced Maintenance Planning & Scheduling with MRO Best Practices""",4.0000000,2,3200.0000000,,,1902,251617
1122,Пломба ELDA-1,10000.0000000,2,1.2500000,5/06/2024 9:49:17 AM,5/06/2024 9:49:17 AM,2116,168970
1123,Пломба ELDA-1,10000.0000000,2,1.2500000,5/06/2024 9:35:07 AM,5/06/2024 9:35:07 AM,2116,168970
1124,Пломба ELDA-1,10000.0000000,2,1.2500000,5/06/2024 10:03:50 AM,5/06/2024 10:03:50 AM,2116,168970
1125,Milliy standart. Texnik sintetik kerosin. ,1.0000000,2,430.0000000,,,839,251368
1126,Пломба ELDA-1,10000.0000000,2,1.2500000,,7/06/2024 3:51:16 PM,2116,168970
1127,"98,5%- ая Каустическая сода (NaOH) для Цеха Общезаводского хозяйства.",550000.0000000,17,0.6300000,,5/06/2024 11:30:28 AM,2098,252215
1128,"98,5%- ая Каустическая сода (NaOH) для Цеха Общезаводского хозяйства.",550000.0000000,17,0.6300000,,,2098,252215
1129,20%-ый натрий бисульфит для Цеха Общезаводского хозяйства.,7900.0000000,17,0.7200000,,,2098,252214
1130,Smart Positioner for anti surge valve ,2.0000000,2,0.0000000,,,641,251594
1130,Smart Positioner for control valve ,2.0000000,2,0.0000000,,,641,251595
1130,Smart Positioner for control valve ,4.0000000,2,0.0000000,,,641,251596
1130,Smart Positioner for control valve ,2.0000000,2,0.0000000,,,641,251598
1130,Smart Positioner for control valve ,2.0000000,2,0.0000000,,,641,251600
1130,Smart Positioner for control valve ,1.0000000,2,0.0000000,,,641,251601
1130,Smart Positioner for control valve ,2.0000000,2,0.0000000,,,641,251602
1130,Smart Positioner for control valve ,4.0000000,2,0.0000000,,,641,251603
1130,Smart Positioner for control valve ,1.0000000,2,0.0000000,,,641,252218
1130,Pneumatic Relay for DVC6200 digital valve controller ,6.0000000,2,0.0000000,,,641,251607
1130,Pneumatic Relay for DVC6200 digital valve controller ,6.0000000,2,0.0000000,,,641,251608
1130,Pneumatic Module for SVI II AP,3.0000000,8,0.0000000,,,641,251597
1130,Pneumatic Module for SVI II AP,2.0000000,8,0.0000000,,,641,251599
1130,Terminal Box for DVC6200 digital valve controller ,6.0000000,2,0.0000000,,,641,251605
1130,Digital Valve Controller for Safety Instrumented Systems (SIS),6.0000000,2,0.0000000,,,641,251604
1130,I/P Converter for DVC6200 digital valve controller ,6.0000000,2,0.0000000,,,641,251606
1131,"Ташкилот фаолиятининг баъзи соҳа ва йўналишларини тартибга солиш учун ички низом ва йўриқномалар ва Ҳисоб сиёсатини ишлаб чиқиш, 2021-2023 йиллар ҳисоб маълумотларини тиклаш",1.0000000,2,120000.0000000,,,1625,252217
1132,DP LEVEL TRANSMITTER,1.0000000,2,0.0000000,,,641,251640
1132,DP LEVEL TRANSMITTER,1.0000000,2,0.0000000,,,641,251641
1132,DP LEVEL TRANSMITTER,1.0000000,2,0.0000000,,,641,251642
1132,DP LEVEL TRANSMITTER,4.0000000,2,0.0000000,,,641,251643
1132,DP TRANSMITTER,4.0000000,2,0.0000000,,,641,251644
1132,DP LEVEL TRANSMITTER,1.0000000,2,0.0000000,,,641,251645
1132,DP LEVEL TRANSMITTER,1.0000000,2,0.0000000,,,641,251646
1132,DP LEVEL TRANSMITTER,1.0000000,2,0.0000000,,,641,251647
1132,PRESSURE TRANSMITTER,1.0000000,2,0.0000000,,,641,251648
1132,PRESSURE TRANSMITTER,1.0000000,2,0.0000000,,,641,251649
1132,PRESSURE TRANSMITTER,1.0000000,2,0.0000000,,,641,251650
1132,DP LEVEL TRANSMITTER,1.0000000,2,0.0000000,,,641,251651
1132,DP LEVEL TRANSMITTER,1.0000000,2,0.0000000,,,641,251652
1133,Средство для мытьяунитаза,90.0000000,2,3.0000000,,,2040,227384
1134,	Вода питьевая в бутылях емкостью 19-20 л (с предоставлением во временное пользование оборудования для розлива воды (кулеров) в кол-ве не менее 7 шт,40.0000000,2,2.0000000,6/06/2024 9:45:50 AM,6/06/2024 9:45:50 AM,2029,227863
1135,Мыло жидкое в ПЭТ бутылке объемом 500 ml,40.0000000,2,0.6800000,,,2029,248909
1136,	Вода питьевая в бутылях емкостью 19-20 л (с предоставлением во временное пользование оборудования для розлива воды (кулеров) в кол-ве не менее 7 шт,300.0000000,2,1.5000000,20/06/2024 11:54:14 AM,20/06/2024 11:54:14 AM,2029,227863
1137,Услуги на определение стоимости предварительных ремонтных и строительно-монтажных работ на внутренних объектах ООО «Узбекистан GTL».,1.0000000,2,1060.0000000,,,1685,252223
1138,"""ТЕХНИЧЕСКОЕ ЗАДАНИЕ О лабораторных испытаниях 2-х комплектных компьютеров и 2-х принтеров с секретными данными в специальной части Чиназского терминала Центра развития электронных технологий Республики Узбекистан (воинская часть 10002)""",1.0000000,2,220.0000000,12/08/2024 10:54:48 AM,12/08/2024 10:54:48 AM,2029,252224
1139,"“Training on leadership, strategic analysis and planning for representatives of the energy sector”",10.0000000,2,2000.0000000,,,1902,252314
1140,Международные курьерские услуги,1.0000000,2,1350.0000000,,,2040,252316
1141,Mobil DTE 24,2000.0000000,53,3.0000000,,,1973,251609
1141,MOBIL DTE LIGHT / DRUM (S.1041-188 OF 197) Spare part,400.0000000,20,3.0000000,,,1973,220317
1141,Mobil DTE OIL HEAVY MEDIUM,200.0000000,53,3.0000000,,,1973,251610
1141,Mobilgear 600 XP 460,200.0000000,53,3.0000000,,,1973,251611
1141,DIETHYLENE GLYCOL,200.0000000,53,3.0000000,,,1973,251612
1141,Antifreeze/Coolant ES Complat 182-PC-002B/C/D,200.0000000,20,4.0000000,,,1973,226233
1141,Silicone oil,200.0000000,53,3.0000000,,,1973,251613
1142,Ишчилар шаҳарчасини табиий газ билан таъминлаш учун шартнома тузиш,1.0000000,2,1000.0000000,,,1889,252363
1143,Услуги «Автомобильная заправочная станция (АЗС)»,1.0000000,2,0.0000000,,,1921,252362
1144,MOLDED CASE CIRCUIT BREAKER,4.0000000,2,40.0000000,,,1640,252383
1144,MOLDED CASE CIRCUIT BREAKER,4.0000000,2,35.0000000,,,1640,252384
1144,MOLDED CASE CIRCUIT BREAKER,4.0000000,2,33.0000000,,,1640,252385
1144,MOLDED CASE CIRCUIT BREAKER,4.0000000,2,30.0000000,,,1640,252386
1144,MOLDED CASE CIRCUIT BREAKER,4.0000000,2,28.0000000,,,1640,252387
1144,MOLDED CASE CIRCUIT BREAKER,4.0000000,2,25.0000000,,,1640,252388
1144,MOLDED CASE CIRCUIT BREAKER,4.0000000,2,20.0000000,,,1640,252389
1144,MOLDED CASE CIRCUIT BREAKER,4.0000000,2,30.0000000,,,1640,252390
1144,MOLDED CASE CIRCUIT BREAKER,4.0000000,2,60.0000000,,,1640,252401
1144,MOLDED CASE CIRCUIT BREAKER,4.0000000,2,50.0000000,,,1640,252402
1144,MOLDED CASE CIRCUIT BREAKER,4.0000000,2,40.0000000,,,1640,252403
1144,MOLDED CASE CIRCUIT BREAKER,4.0000000,2,30.0000000,,,1640,252404
1144,MOLDED CASE CIRCUIT BREAKER,4.0000000,2,25.0000000,,,1640,252405
1144,MOLDED CASE CIRCUIT BREAKER,4.0000000,2,25.0000000,,,1640,252425
1144,MOLDED CASE CIRCUIT BREAKER,4.0000000,2,30.0000000,,,1640,252426
1144,MOLDED CASE CIRCUIT BREAKER,4.0000000,2,10.0000000,,,1640,252427
1144,MOLDED CASE CIRCUIT BREAKER,4.0000000,2,25.0000000,,,1640,252433
1145,MAGNETIC CONTACTOR,10.0000000,2,60.0000000,,,1640,252391
1145,MAGNETIC CONTACTOR,10.0000000,2,40.0000000,,,1640,252392
1145,MAGNETIC CONTACTOR,10.0000000,2,45.0000000,,,1640,252393
1145,MAGNETIC CONTACTOR,10.0000000,2,50.0000000,,,1640,252394
1145,MAGNETIC CONTACTOR,40.0000000,2,10.0000000,,,1640,252395
1145,MAGNETIC CONTACTOR,10.0000000,2,40.0000000,,,1640,252396
1145,MAGNETIC CONTACTOR,10.0000000,2,30.0000000,,,1640,252406
1145,MAGNETIC CONTACTOR,10.0000000,2,40.0000000,,,1640,252407
1145,MAGNETIC CONTACTOR,10.0000000,2,35.0000000,,,1640,252408
1145,MAGNETIC CONTACTOR,10.0000000,2,33.0000000,,,1640,252409
1145,MAGNETIC CONTACTOR,10.0000000,2,30.0000000,,,1640,252410
1145,MAGNETIC CONTACTOR,20.0000000,2,20.0000000,,,1640,252411
1145,MAGNETIC CONTACTOR,40.0000000,2,10.0000000,,,1640,252412
1145,MAGNETIC CONTACTOR,40.0000000,2,10.0000000,,,1640,252428
1145,MAGNETIC CONTACTOR,20.0000000,2,12.0000000,,,1640,252429
1145,MAGNETIC CONTACTOR,40.0000000,2,10.0000000,,,1640,252430
1145,MAGNETIC CONTACTOR,40.0000000,2,18.0000000,,,1640,252434
1145,MAGNETIC CONTACTOR,40.0000000,2,12.0000000,,,1640,252435
1145,MAGNETIC CONTACTOR,20.0000000,2,18.0000000,,,1640,252436
1145,MAGNETIC CONTACTOR,40.0000000,2,25.0000000,,,1640,252437
1145,MAGNETIC CONTACTOR,20.0000000,2,12.0000000,,,1640,252438
1145,MAGNETIC CONTACTOR,20.0000000,2,25.0000000,,,1640,252439
1145,MAGNETIC CONTACTOR,40.0000000,2,30.0000000,,,1640,252440
1145,MAGNETIC CONTACTOR,20.0000000,2,12.0000000,,,1640,252441
1145,MAGNETIC CONTACTOR,40.0000000,2,22.0000000,,,1640,252442
1145,MAGNETIC CONTACTOR,20.0000000,2,20.0000000,,,1640,252443
1146,Енглар (Рукава),6.0000000,26,150.0000000,,13/08/2024 2:02:20 PM,663,252199
1146,диэлектрический коврик,20.0000000,2,50.0000000,13/08/2024 2:02:02 PM,13/08/2024 2:02:02 PM,663,252200
1146,технический фень,2.0000000,2,250.0000000,13/08/2024 2:02:38 PM,13/08/2024 2:02:38 PM,663,252201
1146,Диэлектрические инструменты,4.0000000,2,400.0000000,13/08/2024 2:02:38 PM,13/08/2024 2:02:38 PM,663,252202
1146,Мегоометр (2500 В),4.0000000,2,500.0000000,13/08/2024 2:02:38 PM,13/08/2024 2:02:38 PM,663,252203
1146,Тестер клещи,5.0000000,2,250.0000000,13/08/2024 2:02:38 PM,13/08/2024 2:02:38 PM,663,252204
1146,Индикатор напряжения (до 1000В),5.0000000,2,200.0000000,13/08/2024 2:02:38 PM,13/08/2024 2:02:38 PM,663,252205
1146,Диэлектрические Штанги,2.0000000,2,300.0000000,13/08/2024 2:02:38 PM,13/08/2024 2:02:38 PM,663,252206
1146,Диэлектрические перчатки,10.0000000,2,30.0000000,13/08/2024 2:02:38 PM,13/08/2024 2:02:38 PM,663,252207
1146,Диэлектрические боты,10.0000000,2,50.0000000,13/08/2024 2:02:38 PM,13/08/2024 2:02:38 PM,663,252208
1146,Плакаты,50.0000000,2,10.0000000,13/08/2024 2:02:38 PM,13/08/2024 2:02:38 PM,663,252209
1146,Дрел,2.0000000,2,250.0000000,13/08/2024 2:02:38 PM,13/08/2024 2:02:38 PM,663,252210
1146,Указатель высокого напряжения (УВН),2.0000000,2,150.0000000,13/08/2024 2:02:38 PM,13/08/2024 2:02:38 PM,663,252211
1146,"Штанга, изолирующая переносного заземления (ШЗП)",2.0000000,2,120.0000000,13/08/2024 2:02:38 PM,13/08/2024 2:02:38 PM,663,252212
1146,Переносное заземление (0.4),2.0000000,2,120.0000000,13/08/2024 2:02:38 PM,13/08/2024 2:02:38 PM,663,252213
1147,MINIATURE CIRCUIT BREAKER,4.0000000,2,1.0000000,,,1640,252397
1147,MINIATURE CIRCUIT BREAKER,4.0000000,2,1.5000000,,,1640,252398
1147,MINIATURE CIRCUIT BREAKER,4.0000000,2,1.0000000,,,1640,252413
1147,MINIATURE CIRCUIT BREAKER,4.0000000,2,2.0000000,,,1640,252414
1148,OVER CURRENT RELAY,4.0000000,2,18.0000000,,,1640,252415
1148,OVER CURRENT RELAY,4.0000000,2,20.0000000,,,1640,252416
1148,OVER CURRENT RELAY,4.0000000,2,15.0000000,,,1640,252417
1148,OVER CURRENT RELAY,4.0000000,2,15.0000000,,,1640,252418
1148,OVER CURRENT RELAY,4.0000000,2,13.0000000,,,1640,252419
1148,OVER CURRENT RELAY,4.0000000,2,15.0000000,,,1640,252420
1148,OVER CURRENT RELAY,20.0000000,2,10.0000000,,,1640,252431
1148,OVER CURRENT RELAY,20.0000000,2,15.0000000,,,1640,252432
1149,EARTH LEAKAGE BREAKER,4.0000000,2,20.0000000,,,1640,252399
1150,RELAY,4.0000000,2,15.0000000,,,1640,252400
1150,RELAY,4.0000000,2,15.0000000,,,1640,252421
1151,SURGE PROTECTOR,4.0000000,2,50.0000000,,,1640,252422
1152,PROGAMMABLE LOGIC PLC,4.0000000,2,350.0000000,,,1640,252423
1158,To perform Field Metallurgical Replication (FMR) type of non-destructive testing (NDE),1.0000000,2,1.0000000,12/06/2024 4:03:18 PM,12/06/2024 4:03:18 PM,1687,252537
1163,To perform Field Metallurgical Replication (FMR) type of non-destructive testing (NDE),1.0000000,2,1.0000000,,,735,252537
1164,To perform non-destructive testing Plant Turnaround,1.0000000,2,1.0000000,,,735,252538
1165,Универсальный переходник-адаптер,150.0000000,2,0.8000000,,,1889,252546
1165,Кулер для питьевой воды,150.0000000,2,1.1800000,,,1889,252545
1166,Енглар (Рукава),6.0000000,2,100.0000000,,,663,252199
1167,диэлектрический коврик,20.0000000,2,30.0000000,,,663,252200
1167,технический фень,2.0000000,2,100.0000000,,,663,252201
1167,Диэлектрические инструменты,4.0000000,2,150.0000000,,,663,252202
1167,Мегоометр (2500 В),4.0000000,2,150.0000000,,,663,252203
1167,Тестер клещи,5.0000000,2,250.0000000,,,663,252204
1167,Индикатор напряжения (до 1000В),5.0000000,2,150.0000000,,,663,252205
1167,Диэлектрические Штанги,2.0000000,2,100.0000000,,,663,252206
1167,Диэлектрические перчатки,10.0000000,2,20.0000000,,,663,252207
1167,Диэлектрические боты,10.0000000,2,35.0000000,,,663,252208
1167,Плакаты,50.0000000,2,10.0000000,,,663,252209
1167,Дрел,2.0000000,2,300.0000000,,,663,252210
1167,Указатель высокого напряжения (УВН),2.0000000,2,150.0000000,,,663,252211
1167,"Штанга, изолирующая переносного заземления (ШЗП)",2.0000000,2,150.0000000,,,663,252212
1167,Переносное заземление (0.4),2.0000000,2,150.0000000,,,663,252213
1168,Rubber seal for sliding part of 171-PC-005A/B/C/D,20.0000000,2,20.0000000,,,1973,252444
1169,Аргон газообразный,7.7500000,21,4.3800000,8/08/2024 12:17:33 PM,8/08/2024 12:17:33 PM,1141,225137
1170,"Course for ""Labor protection""",7.0000000,2,150.0000000,,,1902,252555
1171,"Fuqaro muhofazasi bo'yicha rahbar xodimlari, sardorlarni va ishchi xizmatchilarni o'qitish(xizmat ko'rsatish) shartnomasi_№66",59.0000000,2,18.9000000,,,1893,253240
1172,Видеорегистратор NVR,1.0000000,2,300.0000000,,,2038,253241
1172,Коммутатор PoE 24 порт,1.0000000,2,600.0000000,,,2038,253242
1172,Коммутатор PoE 8 порт,4.0000000,2,350.0000000,,,2038,253243
1172,Видеокамера PTZ,1.0000000,2,1000.0000000,,,2038,253244
1172,Камера видеонаблюдения (внешняя),15.0000000,2,100.0000000,,,2038,227950
1172,"Жесткий диск 3,5 HDD 6TB",6.0000000,2,200.0000000,,,2038,253245
1172,Коробка распределительная,20.0000000,2,2.0000000,,,2038,253246
1172,Коммутационный шкаф 6U,1.0000000,2,150.0000000,,,2038,253248
1172,Электрический щит 500х400х200,1.0000000,2,100.0000000,,,2038,247518
1172,Источние бесперебойного питания (UPS) 2 кВт,3.0000000,2,150.0000000,,,2038,253247
1172,Оптический кабель 4 волокна,500.0000000,12,1.0000000,,,2038,253249
1173,Щетка металлическая ЧАШКА с гайкой М14 80 мм,2.0000000,2,1.2377000,8/08/2024 12:17:41 PM,8/08/2024 12:17:41 PM,1141,168964
1174,O'zTest DM: якуний махсулотини сертификатлаш учун инспекция назорати,1.0000000,2,235.0000000,,,839,253312
1175,O'zTest DM: якуний махсулотини сертификатлаш учун инспекция назорати,1.0000000,2,235.0000000,20/06/2024 11:54:36 AM,20/06/2024 11:54:36 AM,839,253312
1176,O'zTest DM: якуний махсулотини сертификатлаш учун инспекция назорати,1.0000000,2,235.0000000,,,839,253312
1177,O'zTest DM: якуний махсулотини сертификатлаш учун инспекция назорати,1.0000000,2,235.0000000,,,839,253312
1178,Пылесос,5.0000000,2,180.0000000,,,1889,253316
1178,Ковёр/Гилам,130.0000000,44,7.5000000,,,1889,253317
1179," Услуга ""Разработка норм расхода топлива""",4.0000000,,1.0000000,,,1921,220271
1180,Laboratory equipment technical inspection ,1.0000000,2,55000.0000000,,,703,224970
1181,HV Bushing_55MVA,2.0000000,2,650.0000000,,,761,253267
1181,LV Bushing_55MVA,2.0000000,2,1610.0000000,,,761,253268
1181,Oil Level Indicator_55MVA,2.0000000,2,750.0000000,,,761,253269
1181,Oil Temp. Indicator_55MVA,2.0000000,2,440.0000000,,,761,253270
1181,Winding Temp. Indicator_55MVA,2.0000000,2,750.0000000,,,761,253271
1181,Pressure Relief Device(MAIN)_55MVA,2.0000000,2,290.0000000,,,761,253272
1181,Buchholz Relay_55MVA,2.0000000,2,810.0000000,,,761,253273
1181,Rapid Pressure Rise Relay_55MVA,2.0000000,2,880.0000000,,,761,253274
1181,HV Bushing_20MVA,2.0000000,2,500.0000000,,,761,253275
1181,LV Bushing_20MVA,2.0000000,2,590.0000000,,,761,253276
1181,Oil Level Indicator_20MVA,2.0000000,2,750.0000000,,,761,253277
1181,Oil Temp. Indicator_20MVA,2.0000000,2,440.0000000,,,761,253278
1181,Winding Temp. Indicator_20MVA,2.0000000,2,750.0000000,,,761,253279
1181,Pressure Relief Device (MAIN)_20MVA,2.0000000,2,880.0000000,,,761,253280
1181,Buchholz Relay_20MVA,2.0000000,2,810.0000000,,,761,253281
1181,Rapid Pressure Rise Relay_20MVA,2.0000000,2,880.0000000,,,761,253282
1181,HV Bushing_25MVA,2.0000000,2,500.0000000,,,761,253283
1181,LV Bushing_25MVA,2.0000000,2,590.0000000,,,761,253284
1181,Oil Level Indicator_25MVA ,2.0000000,2,750.0000000,,,761,253285
1181,Oil Temp. Indicator_25MVA ,2.0000000,2,440.0000000,,,761,253286
1181,Winding Temp. Indicator_25MVA,2.0000000,2,750.0000000,,,761,253287
1181,Pressure Relief Device (MAIN)_25MVA,2.0000000,2,290.0000000,,,761,253288
1181,Buchholz Relay_25MVA,2.0000000,2,810.0000000,,,761,253289
1181,Rapid Pressure Rise Relay_25MVA,2.0000000,2,880.0000000,,,761,253290
1181,Breather for Main Conservator,2.0000000,2,10.0000000,,,761,253291
1181,HV Bushing_2.5MVA,2.0000000,2,120.0000000,,,761,253292
1181,LV Bushing_2.5MVA,2.0000000,2,720.0000000,,,761,253293
1181,Oil Level Indicator_2.5MVA,2.0000000,2,720.0000000,,,761,253294
1181,Oil Temp. Indicator_2.5MVA,2.0000000,2,70.0000000,,,761,253295
1181,Winding Temp. Indicator_2.5MVA,2.0000000,2,640.0000000,,,761,253296
1181,Pressure Relief Device(MAIN)_2.5MVA ,2.0000000,2,80.0000000,,,761,253297
1181,Dehydrating Breather ,2.0000000,2,10.0000000,,,761,253298
1181,Buchholz Relay_2.5MVA,2.0000000,2,680.0000000,,,761,253299
1181,HV Bushing_1.6MVA,2.0000000,2,100.0000000,,,761,253300
1181,LV Bushing_1.6MVA,2.0000000,2,450.0000000,,,761,253301
1181,Oil Level Indicator_1.6MVA,2.0000000,2,720.0000000,,,761,253302
1181,Oil Temp. Indicator_1.6MVA,2.0000000,2,70.0000000,,,761,253303
1181,Winding Temp. Indicator_1.6MVA,2.0000000,2,640.0000000,,,761,253304
1181,Pressure Relief Device (MAIN)_1.6MVA,2.0000000,2,80.0000000,,,761,253305
1181,Buchholz Relay_1.6MVA,2.0000000,2,680.0000000,,,761,253306
1182,Trim set for 130-FXV-2013,2.0000000,8,20000.0000000,,,641,253265
1182,Repair kit for 130-FXV-2013,2.0000000,8,10000.0000000,,,641,253266
1183,Rotary handle,20.0000000,2,30.0000000,,,1481,253333
1184,Щетка для очистки солнечной панели/ Solar panel cleaning brush ,2.0000000,2,750.0000000,,,1471,253332
1185,запорно-пломбировочное устройство (пломба) HUMO-1,4000.0000000,2,2.3214000,,,2116,208350
1186,Entering into an agreement to supply the demand for tank wagons with rental wagons for the transportation of our products by railway.,1.0000000,2,3000.0000000,,24/07/2024 11:50:13 AM,2116,253334
1187,	Вода питьевая в бутылях емкостью 19-20 л (с предоставлением во временное пользование оборудования для розлива воды (кулеров) в кол-ве не менее 7 шт,700.0000000,2,1.5000000,,,2040,227863
1188,Вода питьевая в бутылях емкостью 19-20 л,400.0000000,26,1.5000000,,,2029,227863
1189,пеноподъёмника пожарного длинной стрелы 60 м. для пожарного депо ООО «Uzbekistan GTL»,1.0000000,2,1230000.0000000,,,695,253335
1190,Reducing Cross,28.0000000,2,200.0000000,,,2094,254149
1191,"Pipe 2""",300.0000000,12,34.0000000,,,2094,254150
1191,"ELBOW90 2""",300.0000000,2,18.0000000,,,2094,254151
1191,"WN FLG 2""",200.0000000,2,30.0000000,,,2094,254152
1192,Пломба ELDA-1,5000.0000000,2,1.2500000,,,2116,168970
1193,Ящик управлением освещением,0.1000000,2,165.0000000,26/06/2024 3:08:38 PM,26/06/2024 3:08:38 PM,663,175784
1194,Электроды сварочные УОНИ 13/55 д 3 мм,0.1000000,24,1487.0993000,26/06/2024 3:08:22 PM,26/06/2024 3:08:22 PM,663,130491
1195,ISO/IEC 17025 standarti talabi bo'yicha xizmat ko'rsatish,1.0000000,2,2500.0000000,,,703,251436
1196,Depot repair of a private tank car intended for the transportation of sulfuric acid for the next year 2024.,1.0000000,2,3000.0000000,,,2116,254159
1197,"Спецодежда летный из 100 х/б размеры 48,50,52,54,56",825.0000000,8,13.1623000,,,695,173598
