Requisition ID,Requisition Line Description,Requisitioned Quantity,UOMID,Expected Purchase Price,Completed Date Time,Cancelled Date Time,Created By Contact ID,Asset ID
196,Стандартный раствор с электропроводностью 84 мкСм/см 250 мл 51302153,1.0000000,5,500.0000000,,,703,217961
196,Стандартный раствор с электропроводностью 1413 мкСм/см 250 мл 51350096,1.0000000,5,100.0000000,,,703,217962
196,"DENSITY STANDART S3 ANTON PAAR  0,82/0,73 g/cm3 at 20/150 0C Cat.No: 188218",0.2000000,5,500.0000000,,,703,217963
196,"DENSITY STANDART ANTON PAAR N100HT 0,818/0,788 g/cm3 at 100/150 0C Cat.No: 161223",0.2000000,5,500.0000000,,,703,217964
196,"DENSITY STANDART ANTON PAAR S600HT 0,830/0,800 g/cm3  at 100/150 0C Cat.No: 161222",0.2000000,5,500.0000000,,,703,217965
196,"DENSITY STANDART ANTON PAAR S200HT 0,823/0,793 g/cm3 at 100/150 0C Cat.No: 161221",0.2000000,5,500.0000000,,,703,217966
196,CRM CFPP Part  No: 01000-309-52 ,0.2000000,5,800.0000000,,,703,217967
196,CRM Freezing Point  Part  No: 01000-860-51,0.2000000,5,800.0000000,,,703,217968
196,CRM Cloud point  Part  No: 01000-815-51,0.2000000,5,1000.0000000,,,703,217969
196,CRM Atm Distillation Diesel Part  No: 1310-010-010301,0.6000000,5,1500.0000000,,,703,217970
196,CRM Flash Point  TAG Part  No: 01000-256-51,0.2000000,5,1000.0000000,,,703,217971
196,CRM Flash Point  Pensky Mertens Part  No: 01000-329-51,0.2000000,5,1000.0000000,,,703,217972
196,Colour Reference Standart Saybolt colour 0,0.2000000,5,500.0000000,,,703,217974
196,Colour Reference Standart Saybolt colour 11,0.2000000,5,500.0000000,,,703,217973
196,"Viscosity Density Reference Standart  N,8",0.2000000,5,500.0000000,,,703,217975
196,Viscosity Density Reference Standart S3,0.2000000,5,500.0000000,,,703,217976
197,"""Voluntary collective health insurance"" (collective health insurance)",1.0000000,,250000.0000000,,,695,217980
198,"""Voluntary collective insurance against accidents""",1.0000000,,25000.0000000,,,695,217981
199,Dionization module P/N 10310 деионизированная вода,4.0000000,2,500.0000000,,,703,218026
199,Polishing module ''Polishing+'' P/N 10030 деионизированная вода.,4.0000000,2,500.0000000,,,703,218025
199,Combined pre filter P/N 10320 деионизированная вода.,4.0000000,2,500.0000000,,,703,218024
200,DPD Free Chlorine Reagent for 10 ml sample.,10.0000000,7,300.0000000,,,703,218023
201,"Азот газообразный 50 л, газовый баллон (марка 6,0)",30.0000000,2,900.0000000,,,703,218020
202,Блок питания оборудования ВЭЖХ,1.0000000,8,5000.0000000,,,703,218022
203, Аппарат для определения фракционного состава нефти и нефтепродуктов,1.0000000,8,15000.0000000,,,703,218013
203,"Трехканалный прибор для определение содержания растворенного кислорода,проводимости  и рН в воде",1.0000000,8,10000.0000000,,,703,218014
203,pH / иономер,1.0000000,8,10000.0000000,,,703,218015
203,Кондуктометр,1.0000000,8,8000.0000000,,,703,218016
203,Дымомер,2.0000000,8,2000.0000000,,,703,218017
203,Портативный анализатор для кислорода,1.0000000,8,10000.0000000,,,703,218018
203,Оборудование для капиллярного всасывания,1.0000000,8,5000.0000000,,,703,218019
204,Topographic survey,1.0000000,26,14400.0000000,3/07/2023 9:21:49 AM,,839,218028
205,Pipe d75 mm PE100 SDR11,600.0000000,12,0.5000000,,,1685,218042
206,Metrology of the measuring instruments of the central laboratory of the plant,1.0000000,,50.0000000,3/07/2023 9:21:49 AM,,703,218041
205,Pipe d63 mm PE100 SDR11,350.0000000,12,0.5000000,,,1685,218043
205,Pipe d200 mm PE100 SDR26,715.0000000,12,2.0000000,,,1685,218044
205,Pipe d110 mm PE100 SDR17,300.0000000,12,1.7500000,,,1685,218045
205,T-pipe 90° d75 mm PE100 SDR11,4.0000000,2,0.5000000,,,1685,218046
205,"Free steel flange, bored for PE bushing d75 mm",12.0000000,2,1.0000000,,,1685,218047
205,Flange bushing extended d75mm PE100 SDR11                                         ,12.0000000,2,1.2500000,,,1685,218048
205,"Bolt M16, nut M16 and washer M16",120.0000000,2,0.7500000,,,1685,218049
205,Paronite gasket ,17.0000000,2,0.2500000,,,1685,218050
205,Emergency cast iron flanged valve for drinking water DN65mm,4.0000000,2,60.0000000,,,1685,218051
205,"Free steel flange, bored for PE bushing d63 mm                                     ",6.0000000,2,1.0000000,,,1685,218052
205,Flange bushing extended d63mm ПЭ100 SDR11,6.0000000,2,0.4500000,,,1685,218053
205,Emergency cast iron flanged valve for drinking water DN50mm,2.0000000,2,50.0000000,,,1685,218054
205,Elbow 90° d75 mm PE100 SDR11,6.0000000,2,0.7500000,,,1685,218055
205,Increaser d 75/110 mm PE100 SDR11,3.0000000,2,0.6500000,,,1685,218056
205,T-pipe 90° 110/110/75 mm PE100 SDR11,1.0000000,2,0.6500000,,,1685,218057
205,Elbow 135° d 75 mm PE100 SDR11,6.0000000,2,0.5500000,,,1685,218058
205,Reducer d 75/63 mm PE100 SDR11,2.0000000,2,0.4500000,,,1685,218059
205,T-pipe 90° d 63 mm PE100 SDR11,1.0000000,2,0.5500000,,,1685,218060
205,Elbow 90° d63 mm PE100 SDR11,3.0000000,2,0.4500000,,,1685,218061
205,Elbow 135° d63 mm PE100 SDR11,2.0000000,2,0.5000000,,,1685,218062
205,Pressure regulator gauge DN50 PH16,3.0000000,2,660.0000000,,,1685,218063
205,Pressure regulator gauge DN65 PH 16,1.0000000,2,750.0000000,,,1685,218064
205,Reinforced concrete well type KS-15.9,6.0000000,2,85.0000000,,,1685,218065
205,Reinforced concrete well type KS-10.9,35.0000000,2,75.0000000,,,1685,218066
205,Concrete covering slab type PP 20-2 with cast-iron hatch,5.0000000,2,50.0000000,,,1685,218067
205,Concrete covering slab type PP 15-2 with cast-iron hatch,32.0000000,2,45.0000000,,,1685,218068
205,Reinforced concrete well type KS-10.6,18.0000000,2,65.0000000,,,1685,218069
205,Reinforced concrete well type KS-10.3,5.0000000,2,55.0000000,,,1685,218070
205,PE film grade ST,90.0000000,10,3.0000000,,,1685,218071
205,Bitumen BN 90/10,0.4000000,24,600.0000000,,,1685,218072
207,Provision of services for the issuance of certificates of origin of the Goods,1500.0000000,,30.0000000,,,1962,217996
208,Provision of services for the transportation of railway tank cars in the Bukhara region to the export direction,1500.0000000,,30.0000000,3/07/2023 9:21:49 AM,,1962,217995
209,Solar photovoltaic station ,3.0000000,8,50000.0000000,,,1891,217877
210,5 kW Solar photovoltaic station ,1.0000000,8,5000.0000000,,,1891,218080
211,Сфера общественного питания,1.0000000,2,5000.0000000,,12/05/2023 4:20:04 PM,1463,218081
212,1C:Enterprice,1.0000000,7,5500.0000000,,,1682,218077
213," Услуга ""Утилизации Автомобильных шин""",1.0000000,2,0.0000000,,,1921,218086
214," Услуга ""Утилизации Аккумуляторных батарей"".",1.0000000,2,0.0000000,,,1921,218087
215,Solar Eater heater 200 l,4.0000000,8,1500.0000000,,,1476,218084
216,Solar Eater heater 100 l,1.0000000,8,750.0000000,24/05/2023 12:18:28 PM,24/05/2023 12:18:28 PM,1476,218085
217,"Кальций азотнокислый 4-водный технический (нитрат кальция), в мешках",72.0000000,24,266.7000000,,,1920,214363
218,Disposal of liquid household waste from septic tanks installed in the administrative buildings of the Uzbekistan GTL LLC plant,1.0000000,,4000.0000000,3/07/2023 9:21:49 AM,,695,214907
219,Demercurization of burned-out fluorescent lamps generated at UzGTL facilities,1.0000000,,800.0000000,,,695,214908
220,80 kW Solar photovoltaic station ,1.0000000,8,80000.0000000,,,1891,218083
221,Сфера общественного питания,1.0000000,2,5000.0000000,3/07/2023 9:21:49 AM,,1972,218081
222,Kornevin,30.0000000,2,0.4000000,,,1889,218180
222,Complex mineral fertilizers for indoor plants,150.0000000,2,3.5000000,,,1889,218176
222,A protective complex against plant diseases Phytosporin,50.0000000,2,1.8000000,,,1889,218178
222,Complex mineral fertilizers for the ficus family,30.0000000,2,4.0000000,,,1889,218179
222,Vermicompost,600.0000000,17,0.6500000,,,1889,218177
223,Услуги комплексной съемки сферических панорам в формате 360° градусов с последующим монтажом «Виртуальная выставка»,1.0000000,,9000.0000000,3/07/2023 9:21:49 AM,,1972,218181
224,On implementation of biological diversity monitoring,1.0000000,,500.0000000,,,695,217977
225,Complex mineral fertilizers for indoor plants,150.0000000,2,3.5000000,16/05/2023 10:27:37 AM,16/05/2023 10:27:37 AM,1889,218176
225,A protective complex against plant diseases Phytosporin,50.0000000,2,0.5500000,16/05/2023 10:27:41 AM,16/05/2023 10:27:41 AM,1889,218178
225,Complex mineral fertilizers for the ficus family,35.0000000,2,3.2000000,16/05/2023 10:27:46 AM,16/05/2023 10:27:46 AM,1889,218179
225,Kornevin,30.0000000,2,0.5000000,16/05/2023 10:27:54 AM,16/05/2023 10:27:54 AM,1889,218180
225,Vermicompost,600.0000000,17,0.6000000,16/05/2023 10:27:59 AM,16/05/2023 10:27:59 AM,1889,218177
226,LED tube lamp_9W,4800.0000000,2,2.0000000,,,1891,218174
226,LED tube lamp_18 W,2400.0000000,2,3.0000000,,,1891,218175
227,FILTER ELEMENT for 120-XF-003-XF-02A/B/C,228.0000000,2,500.0000000,,,1661,218188
228,Договор с отелем Samarkand Regency Amir Temur на размещение участников форума лицензиаров ,1.0000000,2,0.0000000,3/07/2023 9:21:49 AM,,1955,218189
229,Договор с отелем Samarkand Regency Amir Temur на размещение участников форума лицензиаров ,1.0000000,2,0.0000000,,,1955,218189
230,90 kW Solar photovoltaic station,1.0000000,8,90000.0000000,,,1891,218214
231,LED Solar Street Light_100 W,107.0000000,2,50.0000000,,,1891,218210
231,LED Solar Street Light_150 W,92.0000000,2,55.0000000,,,1891,218211
231,LED Solar Street Light_200 W,30.0000000,2,60.0000000,,,1891,218212
231,LED Solar Street Light_400 W,8.0000000,2,115.0000000,,,1891,218213
232,Sulphuric Acid Dosing Pump,2.0000000,2,15000.0000000,,,1924,218216
233,Motion sensors,350.0000000,2,25.0000000,,,1476,218217
234,,1.0000000,,500.0000000,17/05/2023 2:55:45 PM,17/05/2023 2:55:45 PM,1973,
235,Production of the UNG logo at the entrance of the building of the administrative household complex,1.0000000,2,200.0000000,,,1889,218231
236,Assay office,1.0000000,26,200.0000000,3/07/2023 9:21:49 AM,,839,218230
237,"Кронштейн для телевизора 55"" Smart 4K TV",4.0000000,2,0.0000000,18/05/2023 12:06:25 PM,18/05/2023 12:06:25 PM,1903,218232
237,Кабель HDMI,4.0000000,2,0.0000000,18/05/2023 12:06:31 PM,18/05/2023 12:06:31 PM,1903,218233
237,Кабель разветвитель HDMI (сплиттер),2.0000000,2,0.0000000,18/05/2023 12:06:42 PM,18/05/2023 12:06:42 PM,1903,218234
238,"Кронштейн для телевизора 55"" Smart 4K TV",4.0000000,2,0.0000000,18/05/2023 12:07:41 PM,18/05/2023 12:07:41 PM,1903,218232
239,"Кронштейн для телевизора 55"" Smart 4K TV",4.0000000,2,0.0000000,,,1903,218232
239,Кабель HDMI,4.0000000,2,0.0000000,,,1903,218233
239,Кабель разветвитель HDMI (сплиттер),2.0000000,2,0.0000000,,,1903,218234
240,Мини мыло,50.0000000,2,0.0350000,3/07/2023 9:39:15 AM,,1889,218244
240,Disposable shampoo,50.0000000,2,0.0800000,3/07/2023 9:39:15 AM,,1889,218243
240,Разовые тапочки,50.0000000,2,0.3300000,3/07/2023 9:39:15 AM,,1889,218242
240,Disposable toothbrush with toothpaste included,50.0000000,2,0.5000000,3/07/2023 9:39:15 AM,,1889,218241
240,Facial towel,50.0000000,2,5.5000000,3/07/2023 9:39:15 AM,,1889,218240
242,Заправка Аргон газообразный цилиндрических газ баллонов,209.0000000,21,3.6000000,3/07/2023 9:39:15 AM,,1463,218276
243,Road sign warning sleeping policeman,6.0000000,2,30.0000000,,,695,218238
243,"""Dead end"" sign",20.0000000,2,30.0000000,,,695,218237
243,Rubber Sleeping Policeman,6.0000000,2,500.0000000,,,695,218236
244,Мини мыло,50.0000000,2,0.0400000,,,1889,218244
244,Disposable shampoo,50.0000000,2,0.0800000,,,1889,218243
244,Разовые тапочки,50.0000000,2,0.3300000,,,1889,218242
244,Disposable toothbrush with toothpaste included,50.0000000,2,0.5000000,,,1889,218241
245,"72489525 - Spare part kit Vanessa series 30000-C1, Запасной Set клапан-бабочка",4.0000000,2,11147.1453000,,,594,129237
246,Долгосрочный контракт с гостиницей в Ташкентской области или Ташкенте ,1.0000000,2,1.0000000,,,1955,218282
247,BACK UP     RING 3,0.0000000,2,150.0000000,24/05/2023 3:51:27 PM,24/05/2023 3:51:27 PM,1955,173164
248,Solar Eater heater 100 l,1.0000000,8,800.0000000,,,1476,218085
241,Напольный вентилятор ,1.0000000,2,150.0000000,3/07/2023 9:21:49 AM,,1955,218229
249,"Услуга на ""Поставку и монтаж полиграфических материалов для автомашин""",1.0000000,2,1000.0000000,,,1921,218289
251,Аптечки,50.0000000,26,20.0000000,,,1921,218283
250,Знак аварийной остановки Светоотражающий жилет,20.0000000,2,10.0000000,,,1921,218293
252,Огнетушитель ОП-2 ,8.0000000,2,10.0000000,,,1921,218284
252,Огнетушитель ОП-5,6.0000000,2,10.0000000,,,1921,218285
252,Огнетушитель ОП-10,6.0000000,2,10.0000000,,,1921,218286
253,Перчатки рабочие х/б с ПВХ нанесением 67+/-3 гр,10.0000000,15,0.1000000,25/05/2023 10:18:45 AM,25/05/2023 10:18:45 AM,839,130617
254,Пропан технический,10.0000000,24,0.0000000,31/05/2023 9:35:50 AM,31/05/2023 9:35:50 AM,1920,174903
255,Road precast reinforced concrete slab,549.0000000,2,290.0000000,,,1685,218345
256,To sign a contract for the qualification of specialists UzGTL for the electrotechnical laboratory ,12.0000000,,40.0000000,,,1902,218346
257,"Nitrogen gaseous 40 l, gas cylinder (grade 6.0)",5.0000000,26,500.0000000,,,703,214773
258,Taking on lease the empty reservoirs in Oil depots of Angren.,1.0000000,,1973376.0000000,,,1920,218352
259,Taking on lease the empty reservoirs in Oil depots of Pop.,1.0000000,,1977375.0000000,,,1920,218351
260,Пропан ,1.0000000,24,0.0000000,,29/05/2023 11:09:06 AM,1920,174903
260,Пропан ,10.0000000,24,0.0000000,31/05/2023 9:35:41 AM,31/05/2023 9:35:41 AM,1920,174903
151,End Cover TC coated for 130-PC-032,1.0000000,2,5000.0000000,,,689,214943
261,Специальная форменная одежда ГОСТ 27575-87,1.0000000,8,43.6600000,,29/05/2023 4:35:26 PM,689,218355
262,Пропан ,10.0000000,24,604.0000000,,,1920,174903
263,Seal for Sales and Marketing department,2.0000000,2,15.0000000,,,1962,218642
264,Silicone sealant PH-neutral,100.0000000,2,4.5000000,,,1889,218628
265,Metofaktorlarni aniqlash ,8.0000000,2,2.9000000,,18/01/2024 6:47:31 PM,695,218645
265,Yorug'likni (tabiiy va sun'iy) aniqlash ,16.0000000,2,2.9000000,,,695,218646
265,Shovqin darajasini aniqlash ,4.0000000,2,5.0000000,,,695,218647
265,Vibratsiya (umumiy va lokal) darajasini aniqlash ,4.0000000,2,5.0000000,,,695,218648
265,Infrazvuk (Infratovushlarni aniqlash) ,4.0000000,2,2.9000000,,,695,218649
265,Gazni aniqlash ,8.0000000,2,6.9000000,,,695,218650
265,Radiatsiyani o'lchash ,8.0000000,2,3.6000000,,,695,218651
265,Ventelyatsiya sistema samaradorligini o'lchash ,1.0000000,2,2.1500000,,,695,218652
265,EMP nurlarini laboratoriya ichida o'lchash ,1.0000000,2,2.1500000,,,695,218653
265,Sanitariya ekspertiza xulosasini berish ,1.0000000,2,7.4000000,,,695,218654
266,Internet,1.0000000,2,0.0000000,3/07/2023 9:21:49 AM,,1903,218644
267,Специальная форменная одежда ГОСТ 27575-87,2.0000000,8,43.6600000,1/06/2023 1:51:12 PM,1/06/2023 1:51:12 PM,839,218355
268,Online international Standards,1.0000000,2,29567.0000000,,,1891,218655
269,"Contract signing with ""Chinoz TETK""",495000.0000000,,0.0400000,,,1476,218758
270,Stainless steel tie wire for insulation / Проволока из нержавеющей стали для изоляции,70.0000000,17,5.0000000,,,1463,218629
270,"Ленточные уплотнения крыльев / Бандажные зажимы, бабочка, 12 мм / Band wing seals / Banding clips, butterfly type, 12mm",2000.0000000,2,0.6000000,,,1463,218631
270,Бандаж для изоляции и металлической оболочки (12 мм) / Banding for insulation and metal jacketing (12 mm),1000.0000000,12,0.7500000,,,1463,218632
270,"Герметик, силикон / Sealant, silicon",100.0000000,2,4.5000000,,,1463,218757
270,Гофрированный лист из алюминиевого сплава / Aluminum Alloy corrugated sheet.,1510.0000000,10,7.0000000,,,1463,218633
270,"PE insulation tape silver, ",100.0000000,12,0.2500000,,,1463,218634
270,Саморез с плоской головкой со шлицем и неопреновым покрытием / Slotted Pan head Self-tapping screw with neoprene wahsr,35.0000000,17,4.0000000,,,1463,218635
270,Фольга алюминиевый ,150.0000000,10,5.0000000,,,1463,218636
270,Цилиндр теплоизоляционный ТЕХНО 120 1200х60.3х50ММ,30.0000000,38,8.0000000,,,1463,218637
270,Цилиндр теплоизоляционный ТЕХНО 120 1200х114х50ММ,300.0000000,38,10.0000000,,,1463,218638
270,Мат ТЕХНО 100 НП 2400х1200х50 мм,60.0000000,10,15.0000000,,,1463,218639
270,"Саморез кровельный 4,8 х 50 мм оцинкованный",35.0000000,17,4.0000000,,,1463,218640
271,"Development of environmental regulations-document ""Statement on environmental consequences"" (ZEP) for the  ""Uzbekiston GTL"" LLC plant (assignment to category I of environmental impact - a particularly hazardous type of activity)",1.0000000,,8000.0000000,,,695,218760
272,"Fluoroplastic (PTFE) plate F 4 (sheet) 0,5  x 1000 x 10000 mm Фторопластовая пластина Ф4 (лист) 0,5  x 1000 x 10000 mm",50.0000000,10,50.0000000,,,1460,218350
273,Oil VG 68 ,100.0000000,20,10.0000000,,,1661,218762
273,Oil Planetelf ACD 100 FY,200.0000000,20,15.0000000,,,1661,218763
274,,1.0000000,,0.0000000,5/06/2023 10:51:33 AM,5/06/2023 10:51:33 AM,1920,
274,,1.0000000,,0.0000000,5/06/2023 10:52:06 AM,5/06/2023 10:52:06 AM,1920,
274,,1.0000000,,0.0000000,5/06/2023 10:55:07 AM,5/06/2023 10:55:07 AM,1920,
274,,1.0000000,,0.0000000,5/06/2023 10:51:26 AM,5/06/2023 10:51:26 AM,1920,
274,,1.0000000,,0.0000000,5/06/2023 10:51:21 AM,5/06/2023 10:51:21 AM,1920,
275,Sodium carbonate,1500.0000000,17,1.0000000,,,1920,218641
276,Omicron 356,1.0000000,2,60.0000000,,,1179,219711
276,Ретом-61,1.0000000,2,60.0000000,,,1179,219715
276,KEW 3125A,1.0000000,2,20.0000000,,,1179,219719
276,KEW 3125A,1.0000000,2,20.0000000,,,1179,219722
276,KEW 3128,1.0000000,2,20.0000000,,,1179,219723
276,FLUKE 805,1.0000000,2,10.0000000,,,1179,219725
276,FLUKE 805,1.0000000,2,10.0000000,,,1179,219726
276,FLUKE 805,1.0000000,2,10.0000000,,,1179,219727
276,FLUKE 805,1.0000000,2,10.0000000,,,1179,219728
276,Fluke 1625-2,1.0000000,2,10.0000000,,,1179,219729
276,BF 06,1.0000000,2,10.0000000,,,1179,219731
276,BF 06,1.0000000,2,10.0000000,,,1179,219732
276,TemPro300,1.0000000,2,5.0000000,,,1179,219733
277, Pump rotor,1.0000000,2,800.0000000,,,1155,219687
277, Pump stator,1.0000000,2,1000.0000000,,,1155,219686
277,Pump flexishaf,2.0000000,2,500.0000000,,,1155,219688
277,Pump rotor,1.0000000,2,800.0000000,,,1155,219690
277, Pump rotor,1.0000000,2,800.0000000,,,1155,219692
277,Pump stator,1.0000000,2,1000.0000000,,,1155,219689
277, Pump rotor,1.0000000,2,800.0000000,,,1155,219694
277,Pump stator,1.0000000,2,1000.0000000,,,1155,219691
277,Pump stator ,1.0000000,2,1000.0000000,,,1155,219693
278,Oil VG 68 ,15.0000000,20,1561.0000000,,6/06/2023 9:38:37 AM,1661,218762
279,Breathing apparatus with modular design,22.0000000,2,1500.0000000,,,695,219831
280,Специальная форменная одежда ГОСТ 27575-87,1.0000000,8,43.6600000,,7/06/2023 10:51:38 AM,1924,218355
281,Tiqin o'rnatish uchun yorliqlar ,3000.0000000,2,1.0000000,,,695,219853
281,Klapan va so'ndirgichlar uchun yorliqlar,5000.0000000,2,1.0000000,,,695,219852
282,"Спец.обувь мужские для рабочих,ГОСТ 28507-99",1300.0000000,15,25.0000000,,,695,211353
283,Xerox 7830,1.0000000,2,0.0000000,3/07/2023 9:21:49 AM,,1903,219824
284,Куртка мужская зимняя с логотипом,1300.0000000,2,60.0000000,,,695,130309
285,EXTENSION GAUGE FOR BIG END BOLT,1.0000000,2,102.3900000,,9/06/2023 3:11:49 PM,812,176368
286,Training - Vibration analyst CAT 1,4.0000000,26,2500.0000000,,,667,219822
287,"150-PC-001A/B, Extension cable for vibration probe (sensor)",10.0000000,2,250.0000000,,10/10/2023 9:25:57 AM,1973,218772
287,"150-PC-001A/B, Vibration probes for pumps",10.0000000,2,500.0000000,,10/10/2023 9:26:01 AM,1973,218773
287,"Service unit Model: MSB4-AGB: C4:J87: M2:D4 Standard manifold MSB 4 4 Connecting plate G1/4 AGB On-off valve with silencer C4 Filter regulator, pressure regulation J87 metal bowl, manual condensate drain, integrated MS pressure gauge, red/green scale with",40.0000000,8,472.9700000,,10/10/2023 9:26:04 AM,1973,210535
288,Туалетная бумага ,3000.0000000,19,0.8000000,,,1889,220012
288,Освежитель воздуха,300.0000000,2,1.7000000,,,1889,220013
288,"Тряпка для мебели, драп",400.0000000,2,0.9500000,,,1889,220014
288,Резиновые хозяйственные перчатки,400.0000000,8,0.6000000,,,1889,220015
288,Губка для мытья посуды,50.0000000,19,0.3000000,,,1889,220016
288,Чёрный чай,200.0000000,19,1.7000000,,,1889,220018
288,Зеленый чай,200.0000000,19,1.6000000,,,1889,220019
288,Пластмассовое ведро,150.0000000,2,1.0000000,,,1889,220020
288,Щётка коская в комплекте,100.0000000,2,2.8000000,,,1889,220021
288,"Постельное белье 1,5 местное",100.0000000,8,27.0000000,,,1889,220022
289,Foaming agent PO-6 (6%),70000.0000000,17,2.0000000,,,695,220026
290,"150-MOV-0006, full body with internal parts",1.0000000,8,42950.0000000,10/10/2023 9:27:13 AM,10/10/2023 9:27:13 AM,1973,218768
290,"150-MOV-0012, full body with internal parts",1.0000000,8,32500.0000000,10/10/2023 9:27:13 AM,10/10/2023 9:27:13 AM,1973,218769
290,"150-MOV-0013, full body with internal parts",1.0000000,8,32500.0000000,10/10/2023 9:27:13 AM,10/10/2023 9:27:13 AM,1973,218770
291,Oil Planetelf ACD 100 FY,1.0000000,2,2000.0000000,10/10/2023 9:27:13 AM,10/10/2023 9:27:13 AM,1973,218763
292,"Development of a detailed design ""for the transfer of the existing 6 kV power transmission line ""Vakhtovaya-II"" for uninterrupted power supply to UzGTL and SGCC worker camps"".",1.0000000,2,60000.0000000,,,1924,220025
300,Positioner for 172-FV-0726/0826/0926,3.0000000,2,9500.0000000,,,1973,218774
302,Double Spherical Radial Bearing for177-PC-003A/B/C/D/E/F,3.0000000,8,1500.0000000,,,1973,218775
302,Double Taper Thrust Bearing for 177-PC-003A/B/C/D/E/F,3.0000000,8,1500.0000000,,,1973,218776
302,Deep Groove Ball Bearing for 177-PC-003A/B/C/D/E/F DE side,3.0000000,8,2000.0000000,,,1973,218777
302,Deep Groove Ball Bearing for 177-PC-003A/B/C/D/E/F NDE side,3.0000000,8,2000.0000000,,,1973,218778
302,Mechanical Seal Repair Kit for 177-PC-003A/B/C/D/E/F,3.0000000,8,5000.0000000,,,1973,218779
302,Gear box for 177-PC-003A/B/C/D/E/F,2.0000000,8,3500.0000000,,,1973,218780
303,Rotor Assembly for 145-PC-020 A/B and 145-PC-026 A/B,1.0000000,8,35000.0000000,,10/10/2023 9:12:43 AM,1973,218782
303,Rotor Assembly for Type 150-PC-001 A/B,1.0000000,8,245000.0000000,,10/10/2023 9:12:48 AM,1973,218783
303,Rotor Assembly for 150-PC-002 A/B,1.0000000,8,225000.0000000,,10/10/2023 9:12:52 AM,1973,218784
303,Rotor Assembly for 150-PC-009 A/B,1.0000000,8,35000.0000000,,10/10/2023 9:12:57 AM,1973,218787
303,Rotor Assembly for 150-PC-012 A/B,1.0000000,8,123000.0000000,,10/10/2023 9:13:04 AM,1973,218788
303,Rotor Assembly for 150-PC-013 A/B,1.0000000,8,120000.0000000,,10/10/2023 9:13:08 AM,1973,218789
303,Rotor Assembly for  172-PC-002A/B/C,1.0000000,8,115000.0000000,,10/10/2023 9:13:12 AM,1973,218795
303,Rotor Assembly for  172-PC-005A/B/C,1.0000000,8,95000.0000000,,10/10/2023 9:13:19 AM,1973,218796
303,Shaft for  150-PC-005A/B,1.0000000,2,10000.0000000,,10/10/2023 9:13:23 AM,1973,218785
303,Shaft for 150-PC-007A/B,1.0000000,2,10000.0000000,,10/10/2023 9:13:27 AM,1973,218786
303,Shaft for 150-PC-014 A/B,1.0000000,2,10000.0000000,,10/10/2023 9:13:30 AM,1973,218790
303,Shaft for 150-PC-017A/B,1.0000000,2,10000.0000000,,10/10/2023 9:13:35 AM,1973,218791
303,Shaft for 150-PC-018A/B,1.0000000,2,10000.0000000,,10/10/2023 9:13:38 AM,1973,218792
303,Shaft for  150-PC-019A/B,1.0000000,2,10000.0000000,,10/10/2023 9:13:43 AM,1973,218793
303,Shaft for 150-PC-020A/B,1.0000000,2,10000.0000000,,10/10/2023 9:13:46 AM,1973,218794
304,"Рулон оцинкованный ГОСТ 14918-80 Ст08пс Zn120  0,65x1250 БТ н/обр)",1000.0000000,34,7.7100000,,,1463,209753
304,Замок для изоляционного короба/ Quick release Toggle clips for insulation box,300.0000000,2,5.0000000,,,1463,220028
305,02-TR-0405-03B Transformator,1.0000000,8,40000.0000000,,,1973,218802
312,Niqob (респираторная маска многоразовая) filtri bilan,120.0000000,2,25.0000000,,,695,220034
313,Перчатки КЩС тип 1 КИТАЙ,200.0000000,15,5.0000000,,,695,174630
314,Плстиковая труба,30.0000000,12,1.0000000,,,1889,220045
314,Отвод 90°,30.0000000,2,0.3000000,,,1889,220046
314,Муфта 90°,30.0000000,2,0.4000000,,,1889,220047
314,Спаринг для душа,10.0000000,2,0.4000000,,,1889,220048
314,Подон для душа,1.0000000,2,180.0000000,,,1889,220049
314,Сифон для подон,1.0000000,2,0.2000000,,,1889,220050
314,Клипсы ,10.0000000,2,2.6000000,,,1889,220051
314,кран для душа,10.0000000,2,60.0000000,,,1889,220052
314,Газо-электрическая плита,1.0000000,2,450.0000000,,,1889,220053
314,Вытяжка для плиты,1.0000000,2,280.0000000,,,1889,220054
315,Электрический вилочный погрузчик,1.0000000,2,50000.0000000,,,1921,220059
316,LED Прожектор 400W,32.0000000,8,50.0000000,,,1656,220062
316,COB FLOOD LIGHT 300  WATT LED Прожектор 300,180.0000000,8,35.0000000,,,1656,220063
317,Washing of 30 tank wagons in order to ensure continuity of the product loading process,30.0000000,2,350.0000000,14/06/2023 4:40:27 PM,14/06/2023 4:40:27 PM,691,220043
318,Передвижная шланговаясистема / Кўчма шлангтизими,2.0000000,2,2500.0000000,,,695,220044
319,"Cамоклеящаяся маркировочная бумага размером 210*297""мм",100.0000000,19,5.5800000,,,691,209644
320,Calibration Pot Doutside=40mm.,5.0000000,2,30.0000000,,,619,220247
320,Calibration Pot Doutside=110 mm.,3.0000000,2,30.0000000,,,619,220246
320,Calibration Pot Doutside=270 mm.,3.0000000,2,30.0000000,,,619,220245
320,Calibration Pot Doutside=45 mm. ,3.0000000,2,30.0000000,,,619,220244
320,Calibration Pot Doutside=51 mm.,3.0000000,2,30.0000000,,,619,220243
321,,0.0000000,,0.0000000,15/06/2023 5:22:33 PM,15/06/2023 5:22:33 PM,1186,
