Catalogue ID,Catalogue Number,Catalogue Description,User Defined Text Box1,UOMID
97329,WIM0057682,"PUMP BEARING(STEEL) FOR 176-PC-032A/B / Подшипник муфты (сталь) для 176-PC-032A/B - TVCP 4X3-8,3S - 176-PC-032A/B",O0014260,8
97330,WIM0057683,"PUMP BUSHING BEARING  FOR 176-PC-032A/B / Подшипник скольжения насоса для 176-PC-032A/B - TVCP 6X4-12, 4S - 176-PC-032A/B",O0014261,8
97331,WIM0057684,"PUMP BEARING(STEEL) FOR 176-PC-033A/B / Подшипник муфты (сталь) для 176-PC-033A/B - TVCP 4X3-8,3S - 176-PC-033A/B",O0014262,8
97332,WIM0057685,"PUMP BUSHING BEARING  FOR 176-PC-033A/B / Подшипник скольжения насоса для 176-PC-033A/B - TVCP 6X4-12, 4S - 176-PC-033A/B",O0014263,8
97333,WIM0057686,"PUMP BEARING(STEEL) FOR 176-PC-034A/B / Подшипник муфты (сталь) для 176-PC-034A/B - TVCP 4X3-8,3S - 176-PC-034A/B",O0014264,8
97334,WIM0057687,"PUMP BUSHING BEARING  FOR 176-PC-034A/B / Подшипник скольжения насоса для 176-PC-034A/B - TVCP 6X4-12, 4S - 176-PC-034A/B",O0014265,8
97335,WIM0057688,"PUMP BEARING(STEEL) FOR 176-PC-035A/B / Подшипник муфты (сталь) для 176-PC-035A/B - TVCP 4X3-8,3S - 176-PC-035A/B",O0014266,8
97336,WIM0057689,"PUMP BUSHING BEARING  FOR 176-PC-035A/B / Подшипник скольжения насоса для 176-PC-035A/B - TVCP 6X4-12, 4S - 176-PC-035A/B",O0014267,8
97337,WIM0057690,"PUMP BEARING(STEEL) FOR 176-PC-036A/B / Подшипник муфты (сталь) для 176-PC-036A/B - TVCP 4X3-8,3S - 176-PC-036A/B",O0014268,8
97338,WIM0057691,"PUMP BUSHING BEARING  FOR 176-PC-036A/B / Подшипник скольжения насоса для 176-PC-036A/B - TVCP 6X4-12, 4S - 176-PC-036A/B",O0014269,8
97339,WIM0057692,"MOTOR BEARING FOR 181-PC-001 A/B / Подшипник двигателя для 181-PC-001 A/B - TVCP 4X3-8,3S - 181-PC-001 A/B",O0014270,8
97340,WIM0057693,MOTOR BEARING FOR 176-PC-031A/B / Подшипник двигателя для 176-PC-031A/B - TVSP6X3-9 - 176-PC-031A/B,O0014271,8
97341,WIM0057694,MOTOR BEARING FOR 176-PC-032A/B / Подшипник двигателя для 176-PC-032A/B - TVSP6X3-9 - 176-PC-032A/B,O0014272,8
97342,WIM0057695,MOTOR BEARING FOR 176-PC-033A/B / Подшипник двигателя для 176-PC-033A/B - TVSP6X3-9 - 176-PC-033A/B,O0014273,8
97343,WIM0057696,MOTOR BEARING FOR 176-PC-034A/B / Подшипник двигателя для 176-PC-034A/B - TVSP6X3-9 - 176-PC-034A/B,O0014274,8
97344,WIM0057697,MOTOR BEARING FOR 176-PC-035A/B / Подшипник двигателя для 176-PC-035A/B - TVSP6X3-9 - 176-PC-035A/B,O0014275,8
97345,WIM0057698,MOTOR BEARING FOR 176-PC-036A/B / Подшипник двигателя для 176-PC-036A/B - TVSP6X3-9 - 176-PC-036A/B,O0014276,8
97346,WIM0057699,CASING GASKET  FOR 184-PC-009 / Прокладка для 184-PC-009 - TVSP 3X1.5-11AL - 184-PC-009,O0014277,2
97347,WIM0057700,Casing gasket / Прокладка - ID432XOD450X4.5t mm - 145-PC-020A/B,O0014278,2
97348,WIM0057701,Casing gasket / Прокладка - ID345XOD365X4.5t mm - 145-PC-026A/B,O0014279,2
97349,WIM0057702,Casing gasket / Прокладка - ID394XOD415X4.5t mm - 145-PC-050,O0014280,2
97350,WIM0057703,"Rupture Disks / Разрывные диски - 10"" - 145-PSE-0029A",O0014281,2
97351,WIM0057704,"Rupture Disks / Разрывные диски - 10"" - 145-PSE-0029B   ",O0014282,2
97352,WIM0057705,Safety Head Accessories - Jackscrews / Комплектующие крышки безопасности - отжимные винты,O0014283,8
97353,WIM0057706,Safety Heads Accessories- 316 Square Head Plug  / Комплектующие крышек безопасности- 316 пробка с квадратной головкой  -  - ,O0014284,2
97354,WIM0057707,Safety Heads Accessories- 316 Tell Tale  / Комплектующие крышек безопасности- 316 сигнальное устройство,O0014285,8
97355,WIM0057708,N2 Charge kit / 0~6 barg (AR 1.1) for Chemical Injection Package / Заправочный комплект N2 / 0~6 бар изб. (AR 1.1)для блока ввода химреагентов -  - Special Tool,O0014286,2
97356,WIM0057709," RLS Type Rupture Disk- INCONEL - 10.3 Barg@230°C / Разрывная мембрана типа RLS -  INCONEL - 10,3 бар изб. при 230°C - 8"" - 130-PSE-0036",O0014287,2
97357,WIM0057710," RLS Type Rupture Disk- INCONEL - 10.3 Barg@230°C / Разрывная мембрана типа RLS -  INCONEL - 10,3 бар изб. при 230°C - 8"" - 130-PSE-0050",O0014288,2
97358,WIM0057711," JRS Type Rupture Disk- INCONEL - 3.5 Barg@421°C / Разрывная мембрана типа JRS - INCONEL - 3,5 бар изб. при 421°C - 2"" - 130-PSE-0041",O0014289,2
97359,WIM0057712," RLS Type Rupture Disk- INCONEL - 19 Barg@508°C / Разрывная мембрана типа  RLS - INCONEL - 19 бар изб. при 508°C - 6"" - 130-PSE-0208",O0014290,2
97360,WIM0057713," RLS Type Rupture Disk- INCONEL - 30 Barg@40°C / Разрывная мембрана типа  RLS - INCONEL - 30 бар изб. при 40°C - 6"" - 130-PSE-0057",O0014291,2
97361,WIM0057714," RLS Type Rupture Disk- INCONEL - 25 Barg@120°C / Разрывная мембрана типа  RLS - INCONEL - 25 бар изб. при 120°C - 6"" - 130-PSE-0015",O0014292,2
97362,WIM0057715,Portable temperature measurement(digital) / Портативный прибор для измерения температуры (цифровой) -  - 172-PC-002A/B/C,O0014293,2
97363,WIM0057716,Portable vibrometer measurement(digital) / Портативный прибор для измерения вибраций (цифровой) -  - 172-PC-002A/B/C,O0014294,2
97364,WIM0057717,Portable RPM measurement(digital) / Портативный прибор для измерения оборотов в минуту (цифровой) -  - 172-PC-002A/B/C,O0014295,2
97365,WIM0057718,Device for Alignment for coupling (magnetic base) / Устройство для центровки муфты (магнитное основание) - 172-PC-002A/B/C,O0014296,2
97366,WIM0057719,"/ 1 / GRAPHITE SLIDING PLATE, SEE HEC SUP'T STD-481 / GP-BB8-A / A36 / GRAPHITE /  / 1 / графитовая выдвижная плита, см. стандарты HEC по опорам-481 / GP-BB8-A / A36/графит - GP-BB8-A110*210mm - 108872044",O0014297,2
97367,WIM0057720,"/ 1 / GRAPHITE SLIDING PLATE, SEE HEC SUP'T STD-481 / GP-BB8-A / A36 / GRAPHITE /  / 1 / графитовая выдвижная плита, см. стандарты HEC по опорам-481 / GP-BB8-A / A36/графит - GP-BB8-A220*220mm - 108872044",O0014298,2
97368,WIM0057721,"/ 1 / GRAPHITE SLIDING PLATE, SEE HEC SUP'T STD-481 / GP-DD18-B / A36 / GRAPHITE / / 1 / графитовая выдвижная плита, см. стандарты HEC по опорам-481 / GP-DD18-B / A36/графит - GP-DD18-B140*310mm - 108872045",O0014299,2
97369,WIM0057722,"/ 1 / GRAPHITE SLIDING PLATE, SEE HEC SUP'T STD-481 / GP-DD18-B / A36 / GRAPHITE / / 1 / графитовая выдвижная плита, см. стандарты HEC по опорам-481 / GP-DD18-B / A36/графит - GP-DD18-B320*320mm - 108872045",O0014300,2
97370,WIM0057723,"/ 1 / P.T.F.E SLIDING PLATE, SEE HEC SUP'T STD-480 / PP-AA10-A / A36 / A240-304 / RAMKA / / 1 / выдвижная плита из ПТФЭ, см. стандарты HEC по опорам-480 / PP-AA10-A / A36 / A240-304 / Рамка - PP-AA10-A RAMKA - 108872056",O0014301,2
97371,WIM0057724,"/ 1 / P.T.F.E SLIDING PLATE, SEE HEC SUP'T STD-480 / PP-AA10-A / A36 / A240-304 / TEFLON / / 1 / выдвижная плита из ПТФЭ, см. стандарты HEC по опорам-480 / PP-AA10-A / A36 / A240-304 / тефлон - PP-AA10-ATEFLON - 108872056",O0014302,2
97372,WIM0057725,"/ 1 / P.T.F.E SLIDING PLATE, SEE HEC SUP'T STD-480 / PP-AA10-A / A36 / A240-304 / PLATE / / 1 / выдвижная плита из ПТФЭ, см. стандарты HEC по опорам-480 / PP-AA10-A / A36 / A240-304 / Плита - PP-AA10-APLATE - 108872056",O0014303,2
97373,WIM0057726,"/ 1 / P.T.F.E SLIDING PLATE, SEE HEC SUP'T STD-480 / PP-AA2-A / A36 / A240-304 / / 1 / выдвижная плита из ПТФЭ, см. стандарты HEC по опорам-480 / PP-AA2-A / A36 / A240-304 / тефлон - PP-AA2-APLATE - 108872057",O0014304,2
97374,WIM0057727,"/ 1 / P.T.F.E SLIDING PLATE, SEE HEC SUP'T STD-480 / PP-AF3-A / A36 / A240-304 / TEFLON / / 1 / выдвижная плита из ПТФЭ, см. стандарты HEC по опорам-480 / PP-AF3-A / A36 / A240-304 / тефлон - PP-AF3-ARAMKA - 108872061",O0014305,2
97375,WIM0057728,"/ 1 / P.T.F.E SLIDING PLATE, SEE HEC SUP'T STD-480 / PP-AF3-A / A36 / A240-304 / TEFLON / / 1 / выдвижная плита из ПТФЭ, см. стандарты HEC по опорам-480 / PP-AF3-A / A36 / A240-304 / тефлон - PP-AF3-ATEFLON - 108872061",O0014306,2
97376,WIM0057729,"/ 1 / P.T.F.E SLIDING PLATE, SEE HEC SUP'T STD-480 / PP-AF3-A / A36 / A240-304 / TEFLON / / 1 / выдвижная плита из ПТФЭ, см. стандарты HEC по опорам-480 / PP-AF3-A / A36 / A240-304 / тефлон - PP-AF3-APLATE - 108872061",O0014307,2
97377,WIM0057730,"/ 1 / P.T.F.E SLIDING PLATE, SEE HEC SUP'T STD-480 / PP-AF3-A / A36 / A240-304 / TEFLON / / 1 / выдвижная плита из ПТФЭ, см. стандарты HEC по опорам-480 / PP-AF3-A / A36 / A240-304 / тефлон - PP-AF-3-ARAMKA - 108872061",O0014308,2
97378,WIM0057731,"/ 1 / P.T.F.E SLIDING PLATE, SEE HEC SUP'T STD-480 / PP-AF3-A / A36 / A240-304 / TEFLON / / 1 / выдвижная плита из ПТФЭ, см. стандарты HEC по опорам-480 / PP-AF3-A / A36 / A240-304 / тефлон - PP-AF-3-ATEFLON - 108872061",O0014309,2
97379,WIM0057732,"/ 1 / P.T.F.E SLIDING PLATE, SEE HEC SUP'T STD-480 / PP-AF3-A / A36 / A240-304 / TEFLON / / 1 / выдвижная плита из ПТФЭ, см. стандарты HEC по опорам-480 / PP-AF3-A / A36 / A240-304 / тефлон - PP-AF-3-APLATE - 108872061",O0014310,2
97380,WIM0057733,"/ 1 / P.T.F.E SLIDING PLATE, SEE HEC SUP'T STD-480 / выдвижная плита из ПТФЭ, см. стандарты HEC по опорам-480 - PP-BA10-ARAMKA - 108872062",O0014311,2
97381,WIM0057734,"/ 1 / P.T.F.E SLIDING PLATE, SEE HEC SUP'T STD-480 / выдвижная плита из ПТФЭ, см. стандарты HEC по опорам-480 - PP-BA10-ATEFLON - 108872062",O0014312,2
97382,WIM0057735,"/ 1 / P.T.F.E SLIDING PLATE, SEE HEC SUP'T STD-480 / выдвижная плита из ПТФЭ, см. стандарты HEC по опорам-480 - PP-BA10-APLATE - 108872062",O0014313,2
97383,WIM0057736,"/ 1 / P.T.F.E SLIDING PLATE, SEE HEC SUP'T STD-480 / выдвижная плита из ПТФЭ, см. стандарты HEC по опорам-480 - PP-BB10-ARAMKA - 108872063",O0014314,2
97384,WIM0057737,"/ 1 / P.T.F.E SLIDING PLATE, SEE HEC SUP'T STD-480 / выдвижная плита из ПТФЭ, см. стандарты HEC по опорам-480 - PP-BB10-ATEFLON - 108872063",O0014315,2
97385,WIM0057738,"/ 1 / P.T.F.E SLIDING PLATE, SEE HEC SUP'T STD-480 / выдвижная плита из ПТФЭ, см. стандарты HEC по опорам-480 - PP-BB10-APLATE - 108872063",O0014316,2
97386,WIM0057739,"/ 1 / P.T.F.E SLIDING PLATE, SEE HEC SUP'T STD-480 / выдвижная плита из ПТФЭ, см. стандарты HEC по опорам-480 - PP-BB12-A RAMKA - 108872064",O0014317,2
97387,WIM0057740,"/ 1 / P.T.F.E SLIDING PLATE, SEE HEC SUP'T STD-480 / выдвижная плита из ПТФЭ, см. стандарты HEC по опорам-480 - PP-BB12-A TEFLON - 108872064",O0014318,2
97388,WIM0057741,"/ 1 / P.T.F.E SLIDING PLATE, SEE HEC SUP'T STD-480 / выдвижная плита из ПТФЭ, см. стандарты HEC по опорам-480 - PP-BB12-A PLATE - 108872064",O0014319,2
97389,WIM0057742,"/ 1 / P.T.F.E SLIDING PLATE, SEE HEC SUP'T STD-480 / выдвижная плита из ПТФЭ, см. стандарты HEC по опорам-480 - PP-CC12-ARAMKA - 108872068",O0014320,2
97390,WIM0057743,"/ 1 / P.T.F.E SLIDING PLATE, SEE HEC SUP'T STD-480 / выдвижная плита из ПТФЭ, см. стандарты HEC по опорам-480 - PP-CC12-ATEFLON - 108872068",O0014321,2
97391,WIM0057744,"/ 1 / P.T.F.E SLIDING PLATE, SEE HEC SUP'T STD-480 / выдвижная плита из ПТФЭ, см. стандарты HEC по опорам-480 - PP-CC12-APLATE - 108872068",O0014322,2
97392,WIM0057745,"/ 1 / P.T.F.E SLIDING PLATE, SEE HEC SUP'T STD-480 / выдвижная плита из ПТФЭ, см. стандарты HEC по опорам-480 - PP-CC8-ARAMKA - 108872070",O0014323,2
97393,WIM0057746,"/ 1 / P.T.F.E SLIDING PLATE, SEE HEC SUP'T STD-480 / выдвижная плита из ПТФЭ, см. стандарты HEC по опорам-480 - PP-CC8-ATEFLON - 108872070",O0014324,2
97394,WIM0057747,"/ 1 / P.T.F.E SLIDING PLATE, SEE HEC SUP'T STD-480 / выдвижная плита из ПТФЭ, см. стандарты HEC по опорам-480 - PP-CC8-APLATE - 108872070",O0014325,2
97395,WIM0057748,"/ 1 / P.T.F.E SLIDING PLATE, SEE HEC SUP'T STD-480 / выдвижная плита из ПТФЭ, см. стандарты HEC по опорам-480 - PP-DD18-BRAMKA - 108872073",O0014326,2
97396,WIM0057749,"/ 1 / P.T.F.E SLIDING PLATE, SEE HEC SUP'T STD-480 / выдвижная плита из ПТФЭ, см. стандарты HEC по опорам-480 - PP-DD18-BTEFLON - 108872073",O0014327,2
97397,WIM0057750,"/ 1 / P.T.F.E SLIDING PLATE, SEE HEC SUP'T STD-480 / выдвижная плита из ПТФЭ, см. стандарты HEC по опорам-480 - PP-DD18-BPLATE - 108872073",O0014328,2
97398,WIM0057751,"/ 1 / P.T.F.E SLIDING PLATE, SEE HEC SUP'T STD-480 / выдвижная плита из ПТФЭ, см. стандарты HEC по опорам-480 - PP-EE20-ARAMKA - 108872074",O0014329,2
97399,WIM0057752,"/ 1 / P.T.F.E SLIDING PLATE, SEE HEC SUP'T STD-480 / выдвижная плита из ПТФЭ, см. стандарты HEC по опорам-480 - PP-EE20-ATEFLON - 108872074",O0014330,2
97400,WIM0057753,"/ 1 / P.T.F.E SLIDING PLATE, SEE HEC SUP'T STD-480 / выдвижная плита из ПТФЭ, см. стандарты HEC по опорам-480 - PP-EE20-BRAMKA - 108872075",O0014331,2
97401,WIM0057754,"/ 1 / P.T.F.E SLIDING PLATE, SEE HEC SUP'T STD-480 / выдвижная плита из ПТФЭ, см. стандарты HEC по опорам-480 - PP-EE20-BTEFLON - 108872075",O0014332,2
97402,WIM0057755,"/ 1 / P.T.F.E SLIDING PLATE, SEE HEC SUP'T STD-480 / выдвижная плита из ПТФЭ, см. стандарты HEC по опорам-480 - PP-EE20-BPLATE - 108872075",O0014333,2
97403,WIM0057756,"/ 1 / P.T.F.E SLIDING PLATE, SEE HEC SUP'T STD-480 / выдвижная плита из ПТФЭ, см. стандарты HEC по опорам-480 - PP-JJ36-BRAMKA - 108872081",O0014334,2
97404,WIM0057757,"/ 1 / P.T.F.E SLIDING PLATE, SEE HEC SUP'T STD-480 / выдвижная плита из ПТФЭ, см. стандарты HEC по опорам-480 - PP-JJ36-BTEFLON - 108872081",O0014335,2
97405,WIM0057758,"/ 1 / GRAPHITE SLIDING PLATE, SEE HEC SUP'T STD-481 / / 1 / графитовая выдвижная плита, см. стандарты HEC по опорам-481 - GP-AF4-A110*150mm - 122073441",O0014336,2
97406,WIM0057759,"/ 1 / GRAPHITE SLIDING PLATE, SEE HEC SUP'T STD-481 / / 1 / графитовая выдвижная плита, см. стандарты HEC по опорам-481 - GP-AF4-A160*400mm - 122073441",O0014337,2
97407,WIM0057760,"/ 1 / GRAPHITE SLIDING PLATE, SEE HEC SUP'T STD-481 / / 1 / графитовая выдвижная плита, см. стандарты HEC по опорам-481 - GP-BR-10-A110*210mm - 122073442",O0014338,2
97408,WIM0057761,"/ 1 / GRAPHITE SLIDING PLATE, SEE HEC SUP'T STD-481 / / 1 / графитовая выдвижная плита, см. стандарты HEC по опорам-481 - GP-CA26-A160*260mm  - 122073443",O0014339,2
97409,WIM0057762,"/ 1 / GRAPHITE SLIDING PLATE, SEE HEC SUP'T STD-481 / / 1 / графитовая выдвижная плита, см. стандарты HEC по опорам-481 - GP-CA26-A110*250mm - 122073443",O0014340,2
97410,WIM0057763,"/ 1 / GRAPHITE SLIDING PLATE, SEE HEC SUP'T STD-481 / / 1 / графитовая выдвижная плита, см. стандарты HEC по опорам-481 - GP-CC14-A110*250mm - 122073445",O0014341,2
97411,WIM0057764,"/ 1 / GRAPHITE SLIDING PLATE, SEE HEC SUP'T STD-481 / / 1 / графитовая выдвижная плита, см. стандарты HEC по опорам-481 - GP-CC14-A260*260mm - 122073445",O0014342,2
97412,WIM0057765,"/ 1 / GRAPHITE SLIDING PLATE, SEE HEC SUP'T STD-481 / / 1 / графитовая выдвижная плита, см. стандарты HEC по опорам-481 - CP-CC14-B140*250mm - 122073446",O0014343,2
97413,WIM0057766,"/ 1 / GRAPHITE SLIDING PLATE, SEE HEC SUP'T STD-481 / / 1 / графитовая выдвижная плита, см. стандарты HEC по опорам-481 - GP-DD12-F310*340mm - 122073448",O0014344,2
97414,WIM0057767,"/ 1 / GRAPHITE SLIDING PLATE, SEE HEC SUP'T STD-481 / / 1 / графитовая выдвижная плита, см. стандарты HEC по опорам-481 - GP-DD12-F320*320mm - 122073448",O0014345,2
97415,WIM0057768,"/ 1 / GRAPHITE SLIDING PLATE, SEE HEC SUP'T STD-481 / / 1 / графитовая выдвижная плита, см. стандарты HEC по опорам-481 - GP-DD16-B140*910mm - 122073449",O0014346,2
97416,WIM0057769,"/ 1 / GRAPHITE SLIDING PLATE, SEE HEC SUP'T STD-481 / / 1 / графитовая выдвижная плита, см. стандарты HEC по опорам-481 - GP-FF10-A110*390mm - 122073451",O0014347,2
97417,WIM0057770,"/ 1 / GRAPHITE SLIDING PLATE, SEE HEC SUP'T STD-481 / / 1 / графитовая выдвижная плита, см. стандарты HEC по опорам-481 - GP-FF10-A400*400mm - 122073451",O0014348,2
97418,WIM0057771,"/ 1 / GRAPHITE SLIDING PLATE, SEE HEC SUP'T STD-481 / / 1 / графитовая выдвижная плита, см. стандарты HEC по опорам-481 - GP-FF26-B140*390mm - 122073452",O0014349,2
97419,WIM0057772,"/ 1 / GRAPHITE SLIDING PLATE, SEE HEC SUP'T STD-481 / / 1 / графитовая выдвижная плита, см. стандарты HEC по опорам-481 - GP-FF26-B400*400mm - 122073452",O0014350,2
97420,WIM0057773,"/ 1 / GRAPHITE SLIDING PLATE, SEE HEC SUP'T STD-481 / / 1 / графитовая выдвижная плита, см. стандарты HEC по опорам-481 - GP-KF-12-E290*600mm - 122073454",O0014351,2
97421,WIM0057774,"/ 1 / GRAPHITE SLIDING PLATE, SEE HEC SUP'T STD-481 / / 1 / графитовая выдвижная плита, см. стандарты HEC по опорам-481 - GP-KF-12-E400*600mm - 122073454",O0014352,2
