Catalogue ID,Catalogue Number,Catalogue Description,User Defined Text Box1,UOMID
97179,WIM0057533," Main / Scroll Motor Bearing /  Подшипник двигателя, основной / спирали(#6309/C3(3ea) // #6209/C3(2ea)) - 176-XP-005,176-XP-007",O0014116,2
97180,WIM0057534,"Hex. M16x50L N/PW/SW / Болт с шестигранной головкой  M16x50L, гайка, плоская шайба, пружинная шайба(A193-B7/A194-2H(H.D.G)) - 176-XP-010-TK-01,176-XP-011-TK-01",O0014117,2
97181,WIM0057535,"Chemical Anchor M12x150L B/N/SW/PW / Химический анкерный болт M12x150L, гайка, пружинная шайба, плоская шайба(A193-B7/A194-2H) - 176-XP-010-TK-01,176-XP-011-TK-01",O0014118,2
97182,WIM0057536,"STUD. 5/8""x105L 2N/2PW/2SW / Шпилька  5/8""x105L, 2 гайки, 2 плоские шайбы, 2 пружинные шайбы(A193-B7/A194-2H(FLOURO CARBON COATED)) - 176-XP-010-TK-01,176-XP-011-TK-01",O0014119,2
97183,WIM0057537,"Stud Bolt W/H Hex Nut  3/4"" x L110mm / Шпилька с утолщенной шестигранной гайкой 3/4"" x L110 мм(A193 GR B7 W/A194 GR 2H) - Anoxic Zone 3,Anoxic Zone 4,Primary Aeration",O0014120,2
97184,WIM0057538,"Stud Bolt W/H Hex Nut  5/8"" x L100mm / Шпилька с утолщенной шестигранной гайкой 5/8"" x L100 мм(A193 GR B7 W/A194 GR 2H) - Secondary  Aeration",O0014121,2
97185,WIM0057539,"Stud Bolt W/H Hex Nut  1/2"" x L70mm / Шпилька с утолщенной шестигранной гайкой 1/2"" x L70 мм(A193 GR B7 W/A194 GR 2H)",O0014122,2
97186,WIM0057540,CASING GASKET 214 x 230 x 1t / GF300 / Прокладка 214 x 230 x 1t / GF300(214 x 230 x 1t) - NORMAL SPARE PART FOR 171-XP-013-PC-04,O0014123,2
97187,WIM0057541,COUPLING REPAIR KIT / Комплект для ремонта муфты(N/A) - NORMAL SPARE PART FOR 171-XP-013-PC-04,O0014124,2
97188,WIM0057542,"MOTOR BEARING STB2, 1 set (2 ea) / Подшипник двигателя STB2, 1 комп.(2 шт)(6208-ZC3) - NORMAL SPARE PART FOR 171-XP-013-PC-04",O0014125,8
97189,WIM0057543,CASING GASKET 258.5 x 275 x 1t / TEFLON / Прокладка 258.5 x 275 x 1t / тефлон(258.5 x 275 x 1t) - NORMAL SPARE PART FOR 171-XP-013-PC-01 A/B,O0014126,2
97190,WIM0057544,SHAFT SLEEVE A479 S31803 / Втулка вала A479 S31803(N/A) - NORMAL SPARE PART FOR 171-XP-013-PC-01 A/B,O0014127,2
97191,WIM0057545,COUPLING REPAIR KIT / Комплект для ремонта муфты(N/A) - NORMAL SPARE PART FOR 171-XP-013-PC-01 A/B,O0014128,2
97192,WIM0057546,"MOTOR BEARING STB2, 1 set (2 ea) / Подшипник двигателя STB2, 1 комп.(2 шт)(6211,6212 ZC) - NORMAL SPARE PART FOR 171-XP-013-PC-01 A/B",O0014129,8
97193,WIM0057547,CASING GASKET 542 x 560 x 4.5t / 316L + GRAPHITE / Прокладка 542 x 560 x 4.5t / 316L + графит(542 x 560 x 4.5t) - NORMAL SPARE PART FOR 171-XP-013-PC-03A/B,O0014130,2
97194,WIM0057548,COUPLING REPAIR KIT / Комплект для ремонта муфты(N/A) - NORMAL SPARE PART FOR 171-XP-013-PC-03A/B,O0014131,2
97195,WIM0057549,"MOTOR BEARING STB2, 1 set (2 ea) / Подшипник двигателя STB2, 1 комп.(2 шт)(6314 C3) - NORMAL SPARE PART FOR 171-XP-013-PC-03A/B",O0014132,8
97196,WIM0057550,CASING GASKET 214 x 230 x 1t / GF300 / Прокладка 214 x 230 x 1t / GF300(214 x 230 x 1t) - NORMAL SPARE PART FOR 171-XP-013-PC-07,O0014133,2
97197,WIM0057551,COUPLING REPAIR KIT / Комплект для ремонта муфты(N/A) - NORMAL SPARE PART FOR 171-XP-013-PC-07,O0014134,2
97198,WIM0057552,"MOTOR BEARING STB2, 1 set (2 ea) / Подшипник двигателя STB2, 1 комп.(2 шт)(6205-ZZ) - NORMAL SPARE PART FOR 171-XP-013-PC-07",O0014135,8
97199,WIM0057553,CASING GASKET 214 x 230 x 1t / TEFLON / Прокладка 214 x 230 x 1t / тефлон(214 x 230 x 1t) - NORMAL SPARE PART FOR 171-XP-013-PC-06,O0014136,2
97200,WIM0057554,"MOTOR BEARING STB2, 1 set (2 ea) / Подшипник двигателя STB2, 1 комп.(2 шт)(6208-Z1C3) - NORMAL SPARE PART FOR 171-XP-013-PC-06",O0014137,8
97201,WIM0057555,CASING GASKET 214 x 230 x 1t / GF300 / Прокладка 214 x 230 x 1t / GF300(214 x 230 x 1t) - NORMAL SPARE PART FOR 171-XP-013-PC-14,O0014138,2
97202,WIM0057556,COUPLING REPAIR KIT / Комплект для ремонта муфты(N/A) - NORMAL SPARE PART FOR 171-XP-013-PC-14,O0014139,2
97203,WIM0057557,"MOTOR BEARING STB2, 1 set (2 ea) / Подшипник двигателя STB2, 1 комп.(2 шт)(6208-Z1C3) - NORMAL SPARE PART FOR 171-XP-013-PC-14",O0014140,8
97204,WIM0057558,CASING GASKET 258.5 x 275 x 1t / TEFLON / Прокладка 258.5 x 275 x 1t / тефлон(258.5 x 275 x 1t) - NORMAL SPARE PART FOR 171-XP-013-PC-13 A/B,O0014141,2
97205,WIM0057559,SHAFT SLEEVE A479 Tp316L / Втулка вала A479 Tp316L(N/A) - NORMAL SPARE PART FOR 171-XP-013-PC-13 A/B,O0014142,2
97206,WIM0057560,COUPLING REPAIR KIT / Комплект для ремонта муфты(N/A) - NORMAL SPARE PART FOR 171-XP-013-PC-13 A/B,O0014143,2
97207,WIM0057561,"MOTOR BEARING STB2, 1 set (2 ea) / Подшипник двигателя STB2, 1 комп.(2 шт)(6208-Z1C3) - NORMAL SPARE PART FOR 171-XP-013-PC-13 A/B",O0014144,8
97208,WIM0057562,CASING GASKET 258.5 x 275 x 1t / TEFLON / Прокладка 258.5 x 275 x 1t / тефлон(258.5 x 275 x 1t) - NORMAL SPARE PART FOR 171-XP-013-PC-12 A/B,O0014145,2
97209,WIM0057563,SHAFT SLEEVE A479 Tp316L / Втулка вала A479 Tp316L(N/A) - NORMAL SPARE PART FOR 171-XP-013-PC-12 A/B,O0014146,2
97210,WIM0057564,COUPLING REPAIR KIT / Комплект для ремонта муфты(N/A) - NORMAL SPARE PART FOR 171-XP-013-PC-12 A/B,O0014147,2
97211,WIM0057565,"MOTOR BEARING STB2, 1 set (2 ea) / Подшипник двигателя STB2, 1 комп.(2 шт)(6208-Z1C3) - NORMAL SPARE PART FOR 171-XP-013-PC-12 A/B",O0014148,8
97212,WIM0057566,CASING GASKET 339 x 355 x 1t / TEFLON / Прокладка 339 x 355 x 1t / тефлон(339 x 355 x 1t) - NORMAL SPARE PART FOR 171-XP-013-PC-16 A/B,O0014149,2
97213,WIM0057567,COUPLING REPAIR KIT / Комплект для ремонта муфты(N/A) - NORMAL SPARE PART FOR 171-XP-013-PC-16 A/B,O0014150,2
97214,WIM0057568,"MOTOR BEARING STB2, 1 set (2 ea) / Подшипник двигателя STB2, 1 комп.(2 шт)(6310-Z1C3) - NORMAL SPARE PART FOR 171-XP-013-PC-16 A/B",O0014151,8
97215,WIM0057569,CASING GASKET 214 x 230 x 1t / TEFLON / Прокладка 214 x 230 x 1t / тефлон(214 x 230 x 1t) - NORMAL SPARE PART FOR 171-XP-013-PC-17 A/B,O0014152,2
97216,WIM0057570,COUPLING REPAIR KIT / Комплект для ремонта муфты(N/A) - NORMAL SPARE PART FOR 171-XP-013-PC-17 A/B,O0014153,2
97217,WIM0057571,"MOTOR BEARING STB2, 1 set (2 ea) / Подшипник двигателя STB2, 1 комп.(2 шт)(6309-Z1C3) - NORMAL SPARE PART FOR 171-XP-013-PC-17 A/B",O0014154,8
97218,WIM0057572,CASING GASKET 416 x 434 x 4.5t / 316L+GRAPHITE / Прокладка 416 x 434 x 4.5t / 316L+ графит(416 x 434 x 4.5t) - NORMAL SPARE PART FOR 171-XP-013-PC-18 A/B,O0014155,2
97219,WIM0057573,COUPLING REPAIR KIT / Комплект для ремонта муфты(N/A) - NORMAL SPARE PART FOR 171-XP-013-PC-18 A/B,O0014156,2
97220,WIM0057574,"MOTOR BEARING STB2, 1 set (2 ea) / Подшипник двигателя STB2, 1 комп.(2 шт)(6309-Z1C3) - NORMAL SPARE PART FOR 171-XP-013-PC-18 A/B",O0014157,8
97221,WIM0057575,CASING GASKET 339 x 355 x 1t / TEFLON / Прокладка 339 x 355 x 1t / тефлон(339 x 355 x 1t) - NORMAL SPARE PART FOR 171-XP-013-PC-19 A/B,O0014158,2
97222,WIM0057576,SHAFT SLEEVE A479 Tp316L / Втулка вала A479 Tp316L(N/A) - NORMAL SPARE PART FOR 171-XP-013-PC-19 A/B,O0014159,2
97223,WIM0057577,COUPLING REPAIR KIT / Комплект для ремонта муфты(N/A) - NORMAL SPARE PART FOR 171-XP-013-PC-19 A/B,O0014160,2
97224,WIM0057578,"MOTOR BEARING STB2, 1 set (2 ea) / Подшипник двигателя STB2, 1 комп.(2 шт)(6211,6212-Z/C3) - NORMAL SPARE PART FOR 171-XP-013-PC-19 A/B",O0014161,8
97225,WIM0057579,CYLINDRICAL ROLLER BEARING SKF / Цилиндрический роликовый подшипник SKF(140x140x40) - NORMAL SPARE PART FOR 171-XP-013-XX-15,O0014162,2
97226,WIM0057580,GROOVED BALL BEARING 6222.21.MAP54 / Шарикоподшипник с канавкой 6222.21.MAP54(200x200x50) - NORMAL SPARE PART FOR 171-XP-013-XX-15,O0014163,2
97227,WIM0057581,"SHAFT SEAL RING PTFE/1.4571 / Уплотнительное кольцо вала, ПТФЭ / 1.4571(160x160x20) - NORMAL SPARE PART FOR 171-XP-013-XX-15",O0014164,2
97228,WIM0057582,ANGULAR CONTACT BEARING 7220 B.MP.UO / Радиально-упорный подшипник 7220 B.MP.UO(180x180x80) - NORMAL SPARE PART FOR 171-XP-013-XX-15,O0014165,2
97229,WIM0057583,GROOVED BALL BEARING 6014.CNM / Шарикоподшипник с канавкой 6014.CNM(120x120x20) - NORMAL SPARE PART FOR 171-XP-013-XX-15,O0014166,2
97230,WIM0057584,BALL BEARING - FAN COUPLING END 6232M/C3 / Шариковый подшипник - торец муфты вентилятора 6232M/C3(N/A) - NORMAL SPARE PART FOR 171-XP-013-CB-05,O0014167,2
97231,WIM0057585,ROLLER BEARING - FAN IMPELLER END NU226 ECML/C3 / Роликовый подшипник - торец рабочего колеса вентилятора NU226 ECML/C3(N/A) - NORMAL SPARE PART FOR 171-XP-013-CB-05,O0014168,2
97232,WIM0057586,SHAFT PROTECTION SLEEVE (BUSHING) / Защитная втулка вала (втулка)(120x140x165) - NORMAL SPARE PART FOR 171-XP-013-CB-05,O0014169,2
97233,WIM0057587,COUPLING DISC PACK SET (1 SET = 2 PCS) FOR ARPEX ARS-06 280-6 / Комплект уплотнений дисков муфты (1 комплект = 2 шт.) для ARPEX ARS-06 280-6(N/A) - NORMAL SPARE PART FOR 171-XP-013-CB-05,O0014170,8
97234,WIM0057588,"COUPLING HARDWARE SET (1 SET = 6 B/N) FOR ARPEX ARS-06 280-6, 2 set (12 ea) / Комплект уплотнений дисков муфты (1 комплект = 6 шт.) для ARPEX ARS-06 280-6, 2 комп.(12 шт)(N/A) - NORMAL SPARE PART FOR 171-XP-013-CB-05",O0014171,8
97235,WIM0057589,FULLJET NOZZLE 3/4HH-AL6XN7 / Штуцер FULLJET 3/4HH-AL6XN7(50x50x50) - NORMAL SPARE PART FOR 171-XP-013-XX-08,O0014172,2
97236,WIM0057590,FULLJET NOZZLE 3/8GG-AL6XN17W / Штуцер FULLJET 3/8GG-AL6XN17W(40x40x40) - NORMAL SPARE PART FOR 171-XP-013-EX-01,O0014173,2
97237,WIM0057591,FULLJET NOZZLE 17N-AL6XN3 / Штуцер FULLJET 17N-AL6XN3(50x50x50) - NORMAL SPARE PART FOR 171-XP-013-EX-01,O0014174,2
97238,WIM0057592,BEARING / Подшипник(Ø120) - NORMAL SPARE PART FOR 171-XP-013-PX-08,O0014175,2
97239,WIM0057593,BEARING / Подшипник(Ø140) - NORMAL SPARE PART FOR 171-XP-013-PX-08,O0014176,2
97240,WIM0057594,WEAR RING / Компенсационное кольцо(Ø418) - NORMAL SPARE PART FOR 171-XP-013-PX-08,O0014177,2
97241,WIM0057595,Cartridge Filter 150 x 500L / Картриджный фильтр 150 X 500L(150 x 500L),O0014178,2
97242,WIM0057596,"GLAND PACKING (1/2"" x 945) / Сальниковое уплотнение (1/2"" x 945) - 176-XP-013-XA-01",O0014179,2
97243,WIM0057597,"GLAND PACKING (1/2"" x 1200) / Сальниковое уплотнение (1/2"" x 1200) - 176-XP-002-XA-01 ",O0014180,2
97244,WIM0057598,"GLAND PACKING (1/2"" x 1070) / Сальниковое уплотнение (1/2"" x 1070) - 176-XP-009-XA-01",O0014181,2
97245,WIM0057599,"GLAND PACKING (1/2"" x 1200) / Сальниковое уплотнение (1/2"" x 1200) - 176-XP-018-XA-01 ",O0014182,2
97246,WIM0057600,"GLAND PACKING (5/8"" x 1670) / Сальниковое уплотнение (5/8"" x 1670) - 177-XA-002A/B/C/D,177-XA-003A/B/C/D,177-XA-004A/B/C/D,177-XA-005A/B/C/D",O0014183,2
97247,WIM0057601,"GLAND PACKING (1/2"" x 1070) / Сальниковое уплотнение (1/2"" x 1070) - 177-XP-002-XA-01",O0014184,2
97248,WIM0057602,"GLAND PACKING (1/2"" x 1070) / Сальниковое уплотнение (1/2"" x 1070) - 177-XP-005-XA-01",O0014185,2
97249,WIM0057603,"GLAND PACKING (1/2"" x 1200) / Сальниковое уплотнение (1/2"" x 1200) - 176-XP-020-XA-01",O0014186,2
97250,WIM0057604,"GLAND PACKING (1/2"" x 1200) / Сальниковое уплотнение (1/2"" x 1200) - 177-XP-002-XA-02",O0014187,2
97251,WIM0057605,"GEAR BOX BEARING FOR AGITATOR SPARE PART / Подшипник редуктора, запасная часть перемешивателя (6306-2Z) - 1) 171-XP-001-XA-012) 171-XP-009-XA-01 3) 171-XP-001-XA-04 4) 171-XP-006-XA-01A 5) 171-XP-012-XA-02 6) 171-XP-010-XA-01 ",O0014188,2
97252,WIM0057606,"GEAR BOX BEARING FOR AGITATOR SPARE PART / Подшипник редуктора, запасная часть перемешивателя (6307-2Z) - 1) 171-XP-001-XA-012) 171-XP-006-XA-02 3) 171-XP-001-XA-04 4) 171-XP-006-XA-01A 5) 171-XP-012-XA-02 6) 171-XP-010-XA-01 7) 171-XP-005-XA-01 ",O0014189,2
97253,WIM0057607,"GEAR BOX BEARING FOR AGITATOR SPARE PART / Подшипник редуктора, запасная часть перемешивателя (30306 DY) - 1) 171-XP-001-XA-012) 171-XP-006-XA-02 3) 171-XP-001-XA-04 4) 171-XP-006-XA-01A 5) 171-XP-012-XA-02 6) 171-XP-010-XA-01 7) 171-XP-005-XA-01",O0014190,2
97254,WIM0057608,"GEAR BOX BEARING FOR AGITATOR SPARE PART / Подшипник редуктора, запасная часть перемешивателя (30307 DZ) - 1) 171-XP-001-XA-012) 171-XP-006-XA-02 3) 171-XP-001-XA-04 4) 171-XP-006-XA-01A 5) 171-XP-012-XA-02 6) 171-XP-010-XA-01 7) 171-XP-005-XA-01 ",O0014191,2
97255,WIM0057609,"GEAR BOX BEARING FOR AGITATOR SPARE PART / Подшипник редуктора, запасная часть перемешивателя (NU1016-M1) - 1) 171-XP-001-XA-012) 171-XP-006-XA-02 3) 171-XP-001-XA-04 4) 171-XP-006-XA-01A 5) 171-XP-012-XA-02 6) 171-XP-010-XA-01 7) 171-XP-005-XA-01 ",O0014192,2
97256,WIM0057610,"GEAR BOX BEARING FOR AGITATOR SPARE PART / Подшипник редуктора, запасная часть перемешивателя (22216-E1-XL) - 1) 171-XP-001-XA-012) 171-XP-006-XA-02 3) 171-XP-001-XA-04 4) 171-XP-006-XA-01A 5) 171-XP-012-XA-02 6) 171-XP-010-XA-01 7) 171-XP-005-XA-01 ",O0014193,2
97257,WIM0057611,"COUPLING REPAIR KIT (MOTOR-GB) FOR AGITATOR SPARE PART / Комплект для ремонта муфты (двигатель-редуктор), запасная часть перемешивателя",O0014194,2
97258,WIM0057612,CONE FOR VESSEL MANHOLE / Конус для люка-лаза сосуда,O0014195,2
97259,WIM0057613,PNEUMATIC VALVE HANDEL SPARE / Запасная рукоятка пневматического клапана,O0014196,2
97260,WIM0057614,"MOTOR BEARING FOR RWRO HP PUMP SPARE PART(MODEL 6316C3) / Подшипник двигателя для насоса высокого давления обратного осмоса, запасная часть (модель 6316C3)",O0014197,2
97261,WIM0057615,"MOTOR BEARING FOR CTBRO HP PUMP SPARE PART(MODEL 6316MC3) / Подшипник двигателя для насоса высокого давления обратного осмоса продувки градирни, запасная часть (модель 6316C3)",O0014198,2
97262,WIM0057616,"MOTOR BEARING FOR SUMP MIXING BLOWER SPARE PART(MODEL 6309ZC3) / Подшипник двигателя для воздуходувки смесителя-отстойника, запасная часть (модель 6309ZC3)",O0014199,2
97263,WIM0057617,"MOTOR BEARING FOR SAND FILTER AIR BLOWER SPARE PART(MODEL 6309ZC3) / Подшипник двигателя для воздуходувки песчаного фильтра, запасная часть (модель 6309ZC3)",O0014200,2
97264,WIM0057618,"MOTOR BEARING FOR MBE REGENERATION AIR BLOWER SPARE PART(MODEL 6309ZC3) / Подшипник двигателя для воздуходувки воздуха регенерации МБЭ, запасная часть (модель 6309ZC3)",O0014201,2
97265,WIM0057619,"MOTOR BEARING FOR MMF AIR BLOWER SPARE PART(MODEL 6309ZC3) / Подшипник двигателя для воздуходувки многослойного фильтра, запасная часть (модель 6309ZC3)",O0014202,2
97266,WIM0057620,MOTOR BEARING FOR PCP REGENERATION AIR BLOWER SPARE PART(MODEL 6310ZC3) / Подшипник двигателя для воздуходувки регенерации фильтра глубокой очистки технологического конденсата (модель 6310ZC3),O0014203,2
97267,WIM0057621,"184-VD-001 STUD B/2H.N SA193-B7/SA194-2H / 184-VD-001 Шпилька, 2 шестигранные гайки SA193-B7/SA194-2H(1-1/4"" X 8UN X L195) - 184-VD-001 S-4",O0014204,2
97268,WIM0057622,"184-VD-001 GASKET H:316L/GRH/316L/OUT CS / 184-VD-001 Прокладка H:316L/GRH/316L/OUT CS(24"" x 150# 4.5T RF) - 184-VD-001 SC-1",O0014205,2
97269,WIM0057623,"184-VD-001 STUD B/2H.N SA193-B7/SA194-2H / 184-VD-001 Шпилька, 2 шестигранные гайки SA193-B7/SA194-2H(3/4"" X 10UNC X L155) - 184-VD-001 SC-3",O0014206,2
97270,WIM0057624,"184-VD-001 STUD B/2H.N SA193-B7/SA194-2H / 184-VD-001 Шпилька, 2 шестигранные гайки SA193-B7/SA194-2H(3/4"" X 10UNC X L155) - 184-VD-001 SC-4",O0014207,2
97271,WIM0057625,"SIMATIC S7-300,Analogue Unit SM331,8AI / Части паровых турбин.Аналоговые модули ввода SIMATIC S7-300 SM 331",O0013359,2
97272,WIM0057626,Батареи аккумуляторные литий-ионные 12V 1730A (DN),O0013690,2
97273,WIM0057627,Средства моющие длятуалетов и ванных комнат,O0013687,2
97274,Serv_0000332,Regarding the signing of the contract with for the training of the employees of the Uzbekistan GTL plant in the training courses on in non-destructive testing,,2
97275,WIM0057628,Purchase of Primary Separation Column Internals 140-VC-002,,8
97276,WIM0057629,"Gasket for PSC Check CF8C 1500# 26"" BW / (1500# 26"" BW)",O0013895,2
97277,WIM0057630,"CASING GASKET FOR 150-PC-004 / Прокладка для 150-PC-004 - RSMP-B2X1-9,12S - 150-PC-004",O0014208,8
97278,WIM0057631,"CASING GASKET FOR 183-PC-007 / Прокладка для 183-PC-007 - RSMP-B3X1.5-11,7S - 183-PC-007",O0014209,8
97279,WIM0057632,"CASING GASKET FOR 160-PC-001A/B / Прокладка для 160-PC-001A/B - RSMP-B3X1.5-11,7S - 160-PC-001A/B",O0014210,8
97280,WIM0057633,PUMP BEARING FOR 150-PC-004 / Подшипник насоса для 150-PC-004 - 6308 C3 7308B DB C3 - 150-PC-004,O0014211,8
97281,WIM0057634,PUMP BEARING FOR 183-PC-007 / Подшипник насоса для 183-PC-007 - 6310 C3 7310B DB C3 - 183-PC-007,O0014212,8
97282,WIM0057635,MOTOR BEARING FOR 150-PC-004 / Подшипник двигателя для 150-PC-004 - 6314C3 / 6314C3 - 150-PC-004,O0014213,8
97283,WIM0057636,MOTOR BEARING FOR 183-PC-007 / Подшипник двигателя для 183-PC-007 - 6314C3 / 6314C3 - 183-PC-007,O0014214,8
97284,WIM0057637,MOTOR BEARING FOR 160-PC-001A/B / Подшипник двигателя для 160-PC-001A/B - 6314C3 / 6314C3 - 160-PC-001A/B,O0014215,2
97285,WIM0057638,"WEAR RING FOR 150-PC-004 / Компенсационное кольцо для 150-PC-004 - RSMP-B2X1-9,12S - 150-PC-004",O0014216,8
97286,WIM0057639,"WEAR RING FOR 183-PC-007 / Компенсационное кольцо для 183-PC-007 - RSMP-B3X1.5-11,7S - 183-PC-007",O0014217,8
97287,WIM0057640,"WEAR RING FOR 160-PC-001A/B / Компенсационное кольцо для 160-PC-001A/B - RSMP-B3X1.5-11,7S - 160-PC-001A/B",O0014218,8
97288,WIM0057641,COUPLING REPAIR KIT FOR 150-PC-004 / Комплект для ремонта муфты 150-PC-004 - 71-300-0055 - 150-PC-004,O0014219,8
97289,WIM0057642,COUPLING REPAIR KIT FOR 183-PC-007 / Комплект для ремонта муфты 183-PC-007 - 71-300-0055 - 183-PC-007,O0014220,8
97290,WIM0057643,COUPLING REPAIR KIT FOR 160-PC-001A/B / Комплект для ремонта муфты 160-PC-001A/B - 71-300-0055 - 160-PC-001A/B,O0014221,8
97291,WIM0057644,"CASING GASKET FOR FOR 150-PC-004 / Прокладка для 150-PC-004 - RSMP-B2X1-9,12S - 150-PC-004",O0014222,8
97292,WIM0057645,"COUPLING REPAIR KIT FOR 183-PC-004 / Комплект для ремонта муфты для 183-PC-004 - TVCP 8X6-6, 8S - 183-PC-004",O0014223,8
97293,WIM0057646,"COUPLING REPAIR KIT FOR 183-PC-003A/B / Комплект для ремонта муфты для 183-PC-003A/B - TVCP 6X4-12, 4S - 183-PC-003A/B",O0014224,8
97294,WIM0057647,"COUPLING REPAIR KIT FOR 183-PC-002 / Комплект для ремонта муфты для 183-PC-002 - TVCP6X4-12,4S - 183-PC-002",O0014225,8
97295,WIM0057648,"PUMP BEARING(STEEL) FOR 183-PC-004 / Подшипник муфты (сталь) для 183-PC-004 - TVCP 4X3-8,3S - 183-PC-004",O0014226,8
97296,WIM0057649,PUMP BEARING(STEEL) FOR 183-PC-003A/B / Подшипник муфты (сталь) для 183-PC-003A/B - TVSP2X1-11S - 183-PC-003A/B,O0014227,2
97297,WIM0057650,"PUMP BEARING(STEEL) FOR 183-PC-001 / Подшипник муфты (сталь) для 183-PC-001 - TVCP6X4-12,5S - 183-PC-001",O0014228,8
97298,WIM0057651,"PUMP BEARING(STEEL) FOR 183-PC-002 / Подшипник муфты (сталь) для 183-PC-002 - TVCP6X4-12,4S - 183-PC-002",O0014229,8
97299,WIM0057652,"MOTOR BEARING FOR 183-PC-004 / Подшипник двигателя для 183-PC-004 - TVCP 8X6-6, 8S - 183-PC-004",O0014230,8
97300,WIM0057653,"MOTOR BEARING FOR 183-PC-003A/B / Подшипник двигателя для 183-PC-003A/B - TVCP 6X4-12, 4S - 183-PC-003A/B",O0014231,8
97301,WIM0057654,"MOTOR BEARING FOR 183-PC-001 / Подшипник двигателя для 183-PC-001 - TVCP6X4-12,5S - 183-PC-001",O0014232,8
97302,WIM0057655,"MOTOR BEARING FOR 183-PC-002 / Подшипник двигателя для 183-PC-002 - TVCP6X4-12,4S - 183-PC-002",O0014233,8
97303,WIM0057656,END CAP / Торцевая заглушка - N.D150 - SPARE,O0014234,2
97304,WIM0057657,GEAR REDUCER OIL / Масло зубчатого редуктора - OMALA 320 - SPARE (20L),O0014235,27
97305,WIM0057658,GEAR REDUCER BEARING / Подшипник зубчатого редуктора - NO.32232 - SPARE,O0014236,2
97306,WIM0057659,GEAR REDUCER BEARING / Подшипник зубчатого редуктора - NO.30232 - SPARE,O0014237,2
97307,WIM0057660,GEAR REDUCER BEARING / Подшипник зубчатого редуктора - NO.32320 - SPARE,O0014238,2
97308,WIM0057661,GEAR REDUCER BEARING / Подшипник зубчатого редуктора - NO.30316D - SPARE,O0014239,2
97309,WIM0057662,GEAR REDUCER BEARING / Подшипник зубчатого редуктора - NO.22317E - SPARE,O0014240,8
97310,WIM0057663,BEARING / Подшипник - 6322/C3 - SPARE,O0014241,2
97311,WIM0057664,BEARING / Подшипник - 6316/C3 VL0241 - SPARE,O0014242,2
97312,WIM0057665,CASING GASKET  FOR 176-PC-031A/B / Прокладка для 176-PC-031A/B - TVSP6X3-9 - 176-PC-031A/B,O0014243,2
97313,WIM0057666,CASING GASKET  FOR 176-PC-032A/B / Прокладка для 176-PC-032A/B - TVSP6X3-9 - 176-PC-032A/B,O0014244,2
97314,WIM0057667,CASING GASKET  FOR 176-PC-033A/B / Прокладка для 176-PC-033A/B - TVSP6X3-9 - 176-PC-033A/B,O0014245,2
97315,WIM0057668,CASING GASKET  FOR 176-PC-034A/B / Прокладка для 176-PC-034A/B - TVSP6X3-9 - 176-PC-034A/B,O0014246,2
97316,WIM0057669,CASING GASKET  FOR 176-PC-035A/B / Прокладка для 176-PC-035A/B - TVSP6X3-9 - 176-PC-035A/B,O0014247,2
97317,WIM0057670,CASING GASKET  FOR 176-PC-036A/B / Прокладка для 176-PC-036A/B - TVSP6X3-9 - 176-PC-036A/B,O0014248,2
97318,WIM0057671,"COUPLING REPAIR KIT FOR 181-PC-001 A/B / Комплект для ремонта муфты для 181-PC-001 A/B - TVCP 4X3-8,3S - 181-PC-001 A/B",O0014249,8
97319,WIM0057672,COUPLING REPAIR KIT FOR 176-PC-031A/B / Комплект для ремонта муфты для 176-PC-031A/B - TVSP6X3-9 - 176-PC-031A/B,O0014250,8
97320,WIM0057673,COUPLING REPAIR KIT FOR 176-PC-032A/B / Комплект для ремонта муфты для 176-PC-032A/B - TVSP6X3-9 - 176-PC-032A/B,O0014251,8
97321,WIM0057674,COUPLING REPAIR KIT FOR 176-PC-033A/B / Комплект для ремонта муфты для 176-PC-033A/B - TVSP6X3-9 - 176-PC-033A/B,O0014252,8
97322,WIM0057675,COUPLING REPAIR KIT FOR 176-PC-034A/B / Комплект для ремонта муфты для 176-PC-034A/B - TVSP6X3-9 - 176-PC-034A/B,O0014253,8
97323,WIM0057676,COUPLING REPAIR KIT FOR 176-PC-035A/B / Комплект для ремонта муфты для 176-PC-035A/B - TVSP6X3-9 - 176-PC-035A/B,O0014254,8
97324,WIM0057677,COUPLING REPAIR KIT FOR 176-PC-036A/B / Комплект для ремонта муфты для 176-PC-036A/B - TVSP6X3-9 - 176-PC-036A/B,O0014255,8
97325,WIM0057678,PUMP BEARING(STEEL) FOR 181-PC-001 A/B / Подшипник муфты (сталь) для 181-PC-001 A/B - TVSP6X3-9 - 181-PC-001 A/B,O0014256,8
97326,WIM0057679,PUMP BUSHING BEARING  FOR 181-PC-001 A/B / Подшипник скольжения насоса для 181-PC-001 A/B - TVSP 3X1.5-11AL - 181-PC-001 A/B,O0014257,8
97327,WIM0057680,"PUMP BEARING(STEEL) FOR 176-PC-031A/B / Подшипник муфты (сталь) для 176-PC-031A/B - TVCP 4X3-8,3S - 176-PC-031A/B",O0014258,8
97328,WIM0057681,"PUMP BUSHING BEARING  FOR 176-PC-031A/B / Подшипник скольжения насоса для 176-PC-031A/B - TVCP 6X4-12, 4S - 176-PC-031A/B",O0014259,8
