Asset ID,Parent Asset ID,Asset Description,Asset Number
80862,80901,HAND SWITCH_LOCAL,174-KHS-0707F
80863,80901,LOCAL_LAMP,174-KZLH-0707
80864,80901,LOCAL_LAMP,174-KZLL-0707
80865,80901,HAND SWITCH_LOCAL,174-KHS-0708E
80866,80901,HAND SWITCH_LOCAL,174-KHS-0708F
80878,80901,LOCAL_LAMP,174-XL-0707B
80880,80901,LOCAL_LAMP,174-XL-0708B
80882,80901,LOCAL_LAMP,174-XL-0709B
80884,80901,LOCAL_LAMP,174-XL-0710B
80886,80901,LOCAL_LAMP,174-XL-0711B
80873,80902,HAND SWITCH_LOCAL,174-HS-0704
80874,80902,HAND SWITCH_LOCAL,174-HS-0705
80875,80902,HAND SWITCH_LOCAL,174-HS-0706
80876,80902,LOCAL_LAMP,174-XA-0707
80887,80902,LOCAL_LAMP,174-XL-0721
80888,80902,LOCAL_LAMP,174-XL-0722
80891,80902,AIR BLOWER A MOTOR,174-XF-001-CB-01A
80892,80902,AIR BLOWER B MOTOR,174-XF-001-CB-01B
80900,80902,FLOWMETER_MAGNETIC,174-XF-001-VC-01A
80901,80902,FLOWMETER_MAGNETIC,174-XF-001-VC-01B
80960,80903,WET CONDENSATE KO DRUM,135-VD-002
80961,80903,HC CONDENSATE HOLDUP DRUM,135-VD-005
80962,80903,WASH WATER BREAK DRUM,135-VD-006
80963,80903,HC CONDENSATE FLASH DRUM,135-VD-008
80964,80903,WATER DRAWOFF POT,135-VD-028
80965,80903,TAIL GAS DRYER FILTER,135-XF-021A
80966,80903,TAIL GAS DRYER FILTER,135-XF-021B
80967,80903,MAIN CRYOGENIC EXCHANGER,135-EP-003
80968,80903,DRY CONDENSATE CONDENSER,135-EX-008
80969,80903,DRY CONDENSATE OVERHEAD DRUM,135-VD-011
80970,80903,DRY CONDENSATE FLASH DRUM,135-VD-030
80971,80903,HER STEAM CONDENSATE DRUM,135-VD-009
80972,80903,WATER WASH COLUMN,135-VC-001
80973,80903,CO2 STRIPPER,135-VC-003
80974,80903,FEED / PRODUCT EXCHANGER,135-ES-001
80975,80903,FEED CHILLER,135-EX-002
80976,80903,FEED COOLING WATER EXCHANGER,135-ES-004
80977,80903,WASH WATER REFRIGERATION EXCHANGER,135-EX-005
80978,80903,CO2 STRIPPER REBOILER,135-ES-012
80979,80903,HC CONDENSATE TRIM COOLER,135-ES-014
80980,80903,FT HC CONDENSATE COOLER,135-ES-026
80995,80903,CRYOGENIC ENCLOSURE,135-XX-001
81016,80903,HAND SWITCH_LOCAL,135-HXS-0002L
81017,80903,HAND SWITCH_LOCAL,135-HXS-0007L
81272,80903,Refrigeration Package,135-XP-003
81273,80903,Dryer Package,135-XP-002
81284,80903,Sample Connection,135-SC-005
81300,80903,Sample Connection,135-SC-021
94895,80903,Fire Zone,FireZone-04
211338,80903,Fire Zone,FZ-04
38889,80904,SIGHT GLASS,135-SG-0506
38933,80904,LEVEL GAUGE,135-LG-0504
39014,80904,TRANSMITTER_DP LEVEL,135-LT-0502
39226,80904,PRESSURE GAUGE,135-PG-0512
39338,80904,TRANSMITTER_PRESSURE,135-PT-0505
39554,80904,TEMPERATURE ELEMENT,135-TE-0503
39731,80904,TEMPERATURE GAUGE,135-TG-0508
39851,80904,TRANSMITTER_TEMPERATURE,135-TT-0503
39976,80904,CONTROL VALVE,135-PV-0501
39978,80904,CONTROL VALVE,135-PV-0502
40063,80904,ON OFF VALVE,135-XV-0501
53342,80904,Ethylene /  GAS,135-PSV-0503A
53343,80904,Ethylene /  GAS,135-PSV-0503B
1600,80905,LUBE OIL PUMP,135-XP-003-PG-51A
1601,80905,LUBE OIL PUMP,135-XP-003-PG-51B
25648,80905,LUBE OIL HEATER,135-XP-003-HE-51              
38883,80905,SIGHT GLASS,135-SG-0501
39013,80905,TRANSMITTER_DP LEVEL,135-LT-0501
39053,80905,TRANSMITTER_DP,135-PDT-0502
39057,80905,TRANSMITTER_DP,135-PDT-0505
39058,80905,TRANSMITTER_DP,135-PDT-0506
39213,80905,PRESSURE GAUGE,135-PG-0501
39336,80905,TRANSMITTER_PRESSURE,135-PT-0503
39552,80905,TEMPERATURE ELEMENT,135-TE-0501
39723,80905,TEMPERATURE GAUGE,135-TG-0501
39848,80905,TRANSMITTER_TEMPERATURE,135-TT-0501
39855,80905,TRANSMITTER_TEMPERATURE,135-TT-0518
40101,80905,PRESS REGULATING VALVE,135-PCV-0501
53339,80905,Ethylene /  GAS,135-PSV-0501A
53340,80905,Ethylene /  GAS,135-PSV-0501B
38884,80906,SIGHT GLASS,135-SG-0502
38885,80906,SIGHT GLASS,135-SG-0503
38931,80906,LEVEL GAUGE,135-LG-0502
39054,80906,TRANSMITTER_DP,135-PDT-0503
39214,80906,PRESSURE GAUGE,135-PG-0502
39724,80906,TEMPERATURE GAUGE,135-TG-0502
53341,80906,Ethylene /  GAS,135-PSV-0502
120904,80907,Water  / Liquid,135-PSV-0515
121208,80907,CONTROL VALVE,135-TCV-0501
121278,80907,TEMPERATURE GAUGE,135-TG-0503
121279,80907,TEMPERATURE GAUGE,135-TG-0504
121280,80907,TEMPERATURE GAUGE,135-TG-0506
121290,80907,SIGHT GLASS,135-SG-0504
120905,80908,Water  / Liquid,135-PSV-0516
121281,80908,TEMPERATURE GAUGE,135-TG-0507
121291,80908,SIGHT GLASS,135-SG-0505
121203,80909,PRESSURE GAUGE,135-PG-0514
121209,80909,CONTROL VALVE,135-PV-0503
121210,80909,CONTROL VALVE,135-LV-0503
121283,80909,TEMPERATURE GAUGE,135-TG-0510
121284,80909,TRANSMITTER_DP LEVEL,135-LT-0503
121286,80909,TRANSMITTER_DP LEVEL,135-LT-0507
121289,80909,LEVEL GAUGE,135-LG-0509
38936,80910,LEVEL GAUGE,135-LG-0506
39016,80910,TRANSMITTER_DP LEVEL,135-LT-0504
39232,80910,PRESSURE GAUGE,135-PG-0517
39341,80910,TRANSMITTER_PRESSURE,135-PT-0507
39737,80910,TEMPERATURE GAUGE,135-TG-0513
39980,80910,CONTROL VALVE,135-PV-0507
39981,80910,CONTROL VALVE,135-TV-0503
40069,80910,ON OFF VALVE,135-XV-0506
40075,80910,ON OFF VALVE,135-XV-0511
53350,80910,Ethylene /  GAS,135-PSV-0507A
53351,80910,Ethylene /  GAS,135-PSV-0507B
120903,80911,Ethylene /  GAS,135-PSV-0510
120906,80911,Ethylene /  GAS,135-PSV-0517A
120907,80911,Ethylene /  GAS,135-PSV-0517B
121204,80911,PRESSURE GAUGE,135-PG-0519
121205,80911,PRESSURE GAUGE,135-PG-0521
121206,80911,TRANSMITTER_TEMPERATURE,135-TT-0504
121207,80911,TEMPERATURE ELEMENT,135-TE-0504
121211,80911,CONTROL VALVE,135-LV-0505
121285,80911,TRANSMITTER_DP LEVEL,135-LT-0505
121287,80911,TRANSMITTER_DP LEVEL,135-LT-0508
121288,80911,LEVEL GAUGE,135-LG-0508
1604,80912,LUBE OIL PUMP,135-XP-003-PG-61A
1605,80912,LUBE OIL PUMP,135-XP-003-PG-61B
25649,80912,LUBE OIL HEATER,135-XP-003-HE-61              
38890,80912,SIGHT GLASS,135-SG-0551
38940,80912,LEVEL GAUGE,135-LG-0551
39022,80912,TRANSMITTER_DP LEVEL,135-LT-0551
39060,80912,TRANSMITTER_DP,135-PDT-0552
39062,80912,TRANSMITTER_DP,135-PDT-0554
39063,80912,TRANSMITTER_DP,135-PDT-0555
39237,80912,PRESSURE GAUGE,135-PG-0551
39344,80912,TRANSMITTER_PRESSURE,135-PT-0553
39743,80912,TEMPERATURE GAUGE,135-TG-0551
39863,80912,TRANSMITTER_TEMPERATURE,135-TT-0552
39867,80912,TRANSMITTER_TEMPERATURE,135-TT-0567
53365,80912,Propane /  GAS,135-PSV-0551A
53366,80912,Propane /  GAS,135-PSV-0551B
120912,80913,Water  / Liquid,135-PSV-0565
121297,80913,TEMPERATURE GAUGE,135-TG-0552
121299,80913,TEMPERATURE GAUGE,135-TG-0555
121308,80913,SIGHT GLASS,135-SG-0552
120913,80914,Water  / Liquid,135-PSV-0566
121298,80914,TEMPERATURE GAUGE,135-TG-0553
121300,80914,TEMPERATURE GAUGE,135-TG-0556
121309,80914,SIGHT GLASS,135-SG-0553
120886,80915,Cooling Water(W) / LIQUID,135-PSV-0017
120908,80915,Propane /  GAS,135-PSV-0552A
120909,80915,Propane /  GAS,135-PSV-0552B
121135,80915,PRESSURE GAUGE,135-PG-0050
121136,80915,PRESSURE GAUGE,135-PG-0052
121137,80915,TEMPERATURE GAUGE,135-TG-0050
38942,80916,LEVEL GAUGE,135-LG-0553
39023,80916,TRANSMITTER_DP LEVEL,135-LT-0552
39249,80916,PRESSURE GAUGE,135-PG-0561
39263,80916,PRESSURE GAUGE,135-PG-0573
39350,80916,TRANSMITTER_PRESSURE,135-PT-0558
39751,80916,TEMPERATURE GAUGE,135-TG-0557
40023,80916,ON-OFF VALVE,135-XV-0551
40024,80916,ON-OFF VALVE,135-XV-0552
40026,80916,ON-OFF VALVE,135-XV-0557
53369,80916,Propane /  GAS,135-PSV-0553A
53370,80916,Propane /  GAS,135-PSV-0553B
120910,80917,Propane /  GAS,135-PSV-0556A
120911,80917,Propane /  GAS,135-PSV-0556B
121292,80917,PRESSURE GAUGE,135-PG-0563
121293,80917,PRESSURE GAUGE,135-PG-0565
121295,80917,TRANSMITTER_TEMPERATURE,135-TT-0570
121305,80917,TRANSMITTER_DP LEVEL,135-LT-0553
121306,80917,TRANSMITTER_DP LEVEL,135-LT-0557
121307,80917,LEVEL GAUGE,135-LG-0557
1608,80918,LUBE OIL PUMP,135-XP-003-PG-63A
1609,80918,LUBE OIL PUMP,135-XP-003-PG-63B
25653,80918,LUBE OIL HEATER FOR 35-XP-003-CS-61-M,135-XP-003-HE-63              
38895,80918,SIGHT GLASS,135-SG-0556
38944,80918,LEVEL GAUGE,135-LG-0555
39026,80918,TRANSMITTER_DP LEVEL,135-LT-0555
39757,80918,TEMPERATURE GAUGE,135-TG-0564
39868,80918,TRANSMITTER_TEMPERATURE,135-TT-0568
38945,80919,LEVEL GAUGE,135-LG-0556
39028,80919,TRANSMITTER_DP LEVEL,135-LT-0556
38882,80920,SIGHT GLASS,135-SG-0604
38923,80920,LEVEL GAUGE,135-LG-0603
39007,80920,TRANSMITTER_DP LEVEL,135-LT-0602
39713,80920,TEMPERATURE GAUGE,135-TG-0607
39986,80920,CONTROL VALVE,135-PV-0605
39988,80920,CONTROL VALVE,135-TV-0603
53390,80920,Propane /  GAS,135-PSV-0602A
53391,80920,Propane /  GAS,135-PSV-0602B
1610,80921,LUBE OIL PUMP,135-XP-003-PG-71A
1611,80921,LUBE OIL PUMP,135-XP-003-PG-71B
25650,80921,LUBE OIL HEATER,135-XP-003-HE-71              
38879,80921,SIGHT GLASS,135-SG-0601
38921,80921,LEVEL GAUGE,135-LG-0601
38930,80921,LEVEL GAUGE,135-LG-0501
39006,80921,TRANSMITTER_DP LEVEL,135-LT-0601
40103,80921,PRESS REGULATING VALVE,135-PCV-0601
53388,80921,Propane /  GAS,135-PSV-0601A
53389,80921,Propane /  GAS,135-PSV-0601B
120887,80922,Cooling Water(W) / LIQUID,135-PSV-0018
120916,80922,Propane /  GAS,135-PSV-0603A
120917,80922,Propane /  GAS,135-PSV-0603B
121138,80922,PRESSURE GAUGE,135-PG-0053
121139,80922,PRESSURE GAUGE,135-PG-0054
121140,80922,TEMPERATURE GAUGE,135-TG-0051
38925,80923,LEVEL GAUGE,135-LG-0604
39009,80923,TRANSMITTER_DP LEVEL,135-LT-0603
39010,80923,TRANSMITTER_DP LEVEL,135-LT-0604
39714,80923,TEMPERATURE GAUGE,135-TG-0608
40077,80923,ON OFF VALVE,135-XV-0601
40078,80923,ON OFF VALVE,135-XV-0602
40082,80923,ON OFF VALVE,135-KV-0605
53394,80923,Propane /  GAS,135-PSV-0604A
53395,80923,Propane /  GAS,135-PSV-0604B
120918,80924,Propane /  GAS,135-PSV-0607A
120919,80924,Propane /  GAS,135-PSV-0607B
121243,80924,TRANSMITTER_DP LEVEL,135-LT-0606
121244,80924,LEVEL GAUGE,135-LG-0608
121248,80924,CONTROL VALVE,135-LV-0604
121250,80924,ON OFF VALVE,135-XV-0615
39056,80925,TRANSMITTER_DP,135-PDT-0504
39220,80925,PRESSURE GAUGE,135-PG-0507
39221,80925,PRESSURE GAUGE,135-PG-0508
39229,80927,PRESSURE GAUGE,135-PG-0515
39735,80927,TEMPERATURE GAUGE,135-TG-0511
53346,80927,Propane /  GAS,135-PSV-0505A
53347,80927,Propane /  GAS,135-PSV-0505B
38937,80928,LEVEL GAUGE,135-LG-0507
39233,80928,PRESSURE GAUGE,135-PG-0518
39738,80928,TEMPERATURE GAUGE,135-TG-0514
40070,80928,ON OFF VALVE,135-KV-0507
40071,80928,ON OFF VALVE,135-KV-0508
40073,80928,ON OFF VALVE,135-KV-0509
40074,80928,ON OFF VALVE,135-KV-0510
53352,80928,Ethylene /  GAS,135-PSV-0508A
53353,80928,Ethylene /  GAS,135-PSV-0508B
39235,80929,PRESSURE GAUGE,135-PG-0520
39740,80929,TEMPERATURE GAUGE,135-TG-0516
39856,80929,TRANSMITTER_TEMPERATURE,135-TT-0519
53354,80929,Ethylene /  GAS,135-PSV-0509A
53355,80929,Ethylene /  GAS,135-PSV-0509B
39061,80930,TRANSMITTER_DP,135-PDT-0553
39243,80930,PRESSURE GAUGE,135-PG-0556
39244,80930,PRESSURE GAUGE,135-PG-0557
38943,80932,LEVEL GAUGE,135-LG-0554
39250,80932,PRESSURE GAUGE,135-PG-0562
39752,80932,TEMPERATURE GAUGE,135-TG-0558
53371,80932,Propane /  GAS,135-PSV-0554A
53372,80932,Propane /  GAS,135-PSV-0554B
39252,80933,PRESSURE GAUGE,135-PG-0564
39753,80933,TEMPERATURE GAUGE,135-TG-0560
53373,80933,Propane /  GAS,135-PSV-0555A
53374,80933,Propane /  GAS,135-PSV-0555B
38934,80934,LEVEL GAUGE,135-LG-0505
39230,80934,PRESSURE GAUGE,135-PG-0516
39736,80934,TEMPERATURE GAUGE,135-TG-0512
40064,80934,ON OFF VALVE,135-KV-0502
40065,80934,ON OFF VALVE,135-KV-0503
40066,80934,ON OFF VALVE,135-KV-0504
40068,80934,ON OFF VALVE,135-KV-0505
53348,80934,Propane /  GAS,135-PSV-0506A
53349,80934,Propane /  GAS,135-PSV-0506B
120914,80935,Water  / Liquid,135-PSV-0567
121301,80935,TEMPERATURE GAUGE,135-TG-0565
121303,80935,TEMPERATURE GAUGE,135-TG-0567
121310,80935,SIGHT GLASS,135-SG-0557
120915,80936,Water  / Liquid,135-PSV-0568
121302,80936,TEMPERATURE GAUGE,135-TG-0566
121304,80936,TEMPERATURE GAUGE,135-TG-0568
121311,80936,SIGHT GLASS,135-SG-0558
39065,80937,TRANSMITTER_DP,135-PDT-0556
39259,80937,PRESSURE GAUGE,135-PG-0570
39260,80937,PRESSURE GAUGE,135-PG-0571
120920,80939,Water  / Liquid,135-PSV-0615
121239,80939,TEMPERATURE GAUGE,135-TG-0602
121240,80939,TEMPERATURE GAUGE,135-TG-0603
121241,80939,TEMPERATURE GAUGE,135-TG-0605
121245,80939,SIGHT GLASS,135-SG-0602
120921,80940,Water  / Liquid,135-PSV-0616
121242,80940,TEMPERATURE GAUGE,135-TG-0606
121246,80940,SIGHT GLASS,135-SG-0603
39985,80941,CONTROL VALVE,135-TCV-0601
38926,80943,LEVEL GAUGE,135-LG-0605
39715,80943,TEMPERATURE GAUGE,135-TG-0609
40079,80943,ON OFF VALVE,135-KV-0603
40080,80943,ON OFF VALVE,135-KV-0604
40083,80943,ON OFF VALVE,135-KV-0606
53396,80943,Propane /  GAS,135-PSV-0605A
53397,80943,Propane /  GAS,135-PSV-0605B
39717,80944,TEMPERATURE GAUGE,135-TG-0611
53398,80944,Propane /  GAS,135-PSV-0606A
53399,80944,Propane /  GAS,135-PSV-0606B
38927,80945,LEVEL GAUGE,135-LG-0606
39718,80945,TEMPERATURE GAUGE,135-TG-0612
40084,80945,ON OFF VALVE,135-KV-0607
40085,80945,ON OFF VALVE,135-KV-0608
40087,80945,ON OFF VALVE,135-KV-0609
40088,80945,ON OFF VALVE,135-KV-0610
53402,80945,Propane /  GAS,135-PSV-0608A
53403,80945,Propane /  GAS,135-PSV-0608B
38928,80946,LEVEL GAUGE,135-LG-0607
39719,80946,TEMPERATURE GAUGE,135-TG-0613
40089,80946,ON OFF VALVE,135-KV-0611
40090,80946,ON OFF VALVE,135-KV-0612
40092,80946,ON OFF VALVE,135-KV-0613
40093,80946,ON OFF VALVE,135-KV-0614
53404,80946,Propane /  GAS,135-PSV-0609A
53405,80946,Propane /  GAS,135-PSV-0609B
1602,80947,SEAL OIL PUMP,135-XP-003-PG-52A
1603,80947,SEAL OIL PUMP,135-XP-003-PG-52B
25651,80947,SEAL OIL HEATER,135-XP-003-HE-52
38932,80947,LEVEL GAUGE,135-LG-0503
39019,80947,TRANSMITTER_DP LEVEL,135-LT-0506
39222,80947,PRESSURE GAUGE,135-PG-0509
39337,80947,TRANSMITTER_PRESSURE,135-PT-0504
39727,80947,TEMPERATURE GAUGE,135-TG-0505
40102,80947,PRESS REGULATING VALVE,135-PCV-0502
1606,80948,SEAL OIL PUMP,135-XP-003-PG-62A
1607,80948,SEAL OIL PUMP,135-XP-003-PG-62B
25652,80948,SEAL OIL HEATER,135-XP-003-HE-62
38941,80948,LEVEL GAUGE,135-LG-0552
39025,80948,TRANSMITTER_DP LEVEL,135-LT-0554
39246,80948,PRESSURE GAUGE,135-PG-0558
39345,80948,TRANSMITTER_PRESSURE,135-PT-0554
39747,80948,TEMPERATURE GAUGE,135-TG-0554
53379,80948,Propane /  GAS,135-PSV-0560
1612,80949,SEAL OIL PUMP,135-XP-003-PG-72A
1613,80949,SEAL OIL PUMP,135-XP-003-PG-72B
25654,80949,SEAL OIL HEATER,135-XP-003-HE-72              
38922,80949,LEVEL GAUGE,135-LG-0602
39011,80949,TRANSMITTER_DP LEVEL,135-LT-0605
39709,80949,TEMPERATURE GAUGE,135-TG-0604
53406,80949,Propane /  GAS,135-PSV-0610
120901,80950,Ethylene /  GAS,135-PSV-0504A
120902,80950,Ethylene /  GAS,135-PSV-0504B
121202,80950,PRESSURE GAUGE,135-PG-0513
121282,80950,TEMPERATURE GAUGE,135-TG-0509
80996,80951,Tail Gas / GAS,135-PSV-0401
81101,80951,PRESSURE GAUGE,135-PG-0401
81113,80951,PRESSURE GAUGE,135-PG-0413
81117,80951,TEMPERATURE GAUGE,135-TG-0401
81118,80951,TEMPERATURE GAUGE,135-TG-0402
81131,80951,ANALYZER,135-AT-0400
81133,80951,FLOWMETER THERMAL MASS,135-FT-0404
81136,80951,ON OFF VALVE,135-KV-0401A
81139,80951,ON OFF VALVE,135-KV-0402A
81142,80951,ON OFF VALVE,135-KV-0403A
81145,80951,ON OFF VALVE,135-KV-0404A
81148,80951,ON OFF VALVE,135-KV-0405A
81151,80951,ON OFF VALVE,135-KV-0406A
81157,80951,ON OFF VALVE,135-KV-0410A
81160,80951,ON OFF VALVE,135-KV-0411A
81166,80951,TRANSMITTER DP,135-PDT-0404
81170,80951,TRANSMITTER PRESSURE,135-PT-0401
81179,80951,TRANSMITTER TEMPERATURE,135-TT-0417
81180,80951,TEMPERATURE ELEMENT,135-TE-0417
81181,80951,THEMOWELL,135-TW-0417
81182,80951,TRANSMITTER TEMPERATURE,135-TT-0418
81183,80951,TEMPERATURE ELEMENT,135-TE-0418
81184,80951,THEMOWELL,135-TW-0418
81278,80951,Sample Connection,135-SC-041
80997,80952,Tail Gas / GAS,135-PSV-0402
81102,80952,PRESSURE GAUGE,135-PG-0402
81114,80952,PRESSURE GAUGE,135-PG-0414
81119,80952,TEMPERATURE GAUGE,135-TG-0403
81120,80952,TEMPERATURE GAUGE,135-TG-0404
81134,80952,FLOWMETER THERMAL MASS,135-FT-0405
81137,80952,ON OFF VALVE,135-KV-0401B
81140,80952,ON OFF VALVE,135-KV-0402B
81143,80952,ON OFF VALVE,135-KV-0403B
81146,80952,ON OFF VALVE,135-KV-0404B
81149,80952,ON OFF VALVE,135-KV-0405B
81152,80952,ON OFF VALVE,135-KV-0406B
81158,80952,ON OFF VALVE,135-KV-0410B
81161,80952,ON OFF VALVE,135-KV-0411B
81167,80952,TRANSMITTER DP,135-PDT-0405
81171,80952,TRANSMITTER PRESSURE,135-PT-0402
81185,80952,TRANSMITTER TEMPERATURE,135-TT-0419
81186,80952,TEMPERATURE ELEMENT,135-TE-0419
81187,80952,THEMOWELL,135-TW-0419
81188,80952,TRANSMITTER TEMPERATURE,135-TT-0420
81189,80952,TEMPERATURE ELEMENT,135-TE-0420
81190,80952,THEMOWELL,135-TW-0420
81279,80952,Sample Connection,135-SC-042
80998,80953,Tail Gas / GAS,135-PSV-0403
81103,80953,PRESSURE GAUGE,135-PG-0403
81115,80953,PRESSURE GAUGE,135-PG-0415
81121,80953,TEMPERATURE GAUGE,135-TG-0405
81122,80953,TEMPERATURE GAUGE,135-TG-0406
81135,80953,FLOWMETER THERMAL MASS,135-FT-0406
81138,80953,ON OFF VALVE,135-KV-0401C
81141,80953,ON OFF VALVE,135-KV-0402C
81144,80953,ON OFF VALVE,135-KV-0403C
81147,80953,ON OFF VALVE,135-KV-0404C
81150,80953,ON OFF VALVE,135-KV-0405C
81153,80953,ON OFF VALVE,135-KV-0406C
81159,80953,ON OFF VALVE,135-KV-0410C
81162,80953,ON OFF VALVE,135-KV-0411C
81168,80953,TRANSMITTER DP,135-PDT-0406
81172,80953,TRANSMITTER PRESSURE,135-PT-0403
81191,80953,TRANSMITTER TEMPERATURE,135-TT-0405
81192,80953,TEMPERATURE ELEMENT,135-TE-0405
81193,80953,THEMOWELL,135-TW-0405
81194,80953,TRANSMITTER TEMPERATURE,135-TT-0406
81195,80953,TEMPERATURE ELEMENT,135-TE-0406
81196,80953,THEMOWELL,135-TW-0406
81280,80953,Sample Connection,135-SC-043
81010,80954,Dryer Package (Regen. Air Cooler) Motor,135-XP-002-EA-43-M01
81011,80954,Dryer Package (Regen. Air Cooler) Motor,135-XP-002-EA-43-M02
81109,80954,PRESSURE GAUGE,135-PG-0409
81154,80954,ON OFF VALVE,135-KV-0407
81175,80954,TRANSMITTER PRESSURE,135-PT-0409
81209,80954,TRANSMITTER TEMPERATURE,135-TT-0411
81210,80954,TEMPERATURE ELEMENT,135-TE-0411
81211,80954,THEMOWELL,135-TW-0411
81215,80954,TRANSMITTER TEMPERATURE,135-TT-0413
81216,80954,TEMPERATURE ELEMENT,135-TE-0413
81217,80954,THEMOWELL,135-TW-0413
81002,80955,Steam (V) / STEAM,135-PSV-0406A
81003,80955,Steam (V) / STEAM,135-PSV-0406B
81106,80955,PRESSURE GAUGE,135-PG-0406
81155,80955,ON OFF VALVE,135-KV-0408
81174,80955,TRANSMITTER PRESSURE,135-PT-0408
81177,80955,TRANSMITTER PRESSURE,135-PT-0411
81178,80955,CONTROL VALVE,135-PV-0408
81197,80955,TRANSMITTER TEMPERATURE,135-TT-0407
81198,80955,TEMPERATURE ELEMENT,135-TE-0407
81199,80955,THEMOWELL,135-TW-0407
81200,80955,TRANSMITTER TEMPERATURE,135-TT-0408A
81201,80955,TEMPERATURE ELEMENT,135-TE-0408A
81202,80955,THEMOWELL,135-TW-0408A
81203,80955,TRANSMITTER TEMPERATURE,135-TT-0408B
81204,80955,TEMPERATURE ELEMENT,135-TE-0408B
81205,80955,THEMOWELL,135-TW-0408B
81224,80955,CONTROL VALVE,135-TV-0408
81229,80955,ON OFF VALVE,135-XV-0401
80999,80956,N2 / GAS,135-PSV-0404
81006,80956,Water / LIQUID,135-PSV-0410
81105,80956,PRESSURE GAUGE,135-PG-0405
81111,80956,PRESSURE GAUGE,135-PG-0411
81123,80956,TEMPERATURE GAUGE,135-TG-0407
81126,80956,TEMPERATURE GAUGE,135-TG-0410
81156,80956,ON OFF VALVE,135-KV-0409
81176,80956,TRANSMITTER PRESSURE,135-PT-0410
81206,80956,TRANSMITTER TEMPERATURE,135-TT-0410
81207,80956,TEMPERATURE ELEMENT,135-TE-0410
81208,80956,THEMOWELL,135-TW-0410
81212,80956,TRANSMITTER TEMPERATURE,135-TT-0412
81213,80956,TEMPERATURE ELEMENT,135-TE-0412
81214,80956,THEMOWELL,135-TW-0412
81005,80957,Water / LIQUID,135-PSV-0409
81104,80957,PRESSURE GAUGE,135-PG-0404
81107,80957,PRESSURE GAUGE,135-PG-0407
81108,80957,PRESSURE GAUGE,135-PG-0408
81124,80957,TEMPERATURE GAUGE,135-TG-0408
81125,80957,TEMPERATURE GAUGE,135-TG-0409
81127,80957,TEMPERATURE GAUGE,135-TG-0411
81000,80958,N2+Tail Gas / GAS,135-PSV-0405A
81001,80958,N2+Tail Gas / GAS,135-PSV-0405B
81100,80958,LEVEL GAUGE,135-LG-0401
81110,80958,PRESSURE GAUGE,135-PG-0410
81128,80958,TEMPERATURE GAUGE,135-TG-0412
81163,80958,TRANSMITTER DP LEVEL,135-LT-0401A
81164,80958,TRANSMITTER DP LEVEL,135-LT-0401B
81165,80958,CONTROL VALVE,135-LV-0401
81218,80958,TRANSMITTER TEMPERATURE,135-TT-0414
81219,80958,TEMPERATURE ELEMENT,135-TE-0414
81220,80958,THEMOWELL,135-TW-0414
81281,80958,Sample Connection,135-SC-045
81004,80959,Tail Gas / GAS,135-PSV-0408
81112,80959,PRESSURE GAUGE,135-PG-0412
81116,80959,PRESSURE GAUGE,135-PG-0417
81129,80959,TEMPERATURE GAUGE,135-TG-0413
81130,80959,TEMPERATURE GAUGE,135-TG-0414
81132,80959,ANALYZER,135-AT-0404
81169,80959,TRANSMITTER DP,135-PDT-0410
81173,80959,TRANSMITTER PRESSURE,135-PT-0407
81221,80959,TRANSMITTER TEMPERATURE,135-TT-0416
81222,80959,TEMPERATURE ELEMENT,135-TE-0416
81223,80959,THEMOWELL,135-TW-0416
81230,80959,VALVE LIMIT SWITCH,135-ZSH-0401
81231,80959,VALVE LIMIT SWITCH,135-ZSL-0401
81232,80959,VALVE LIMIT SWITCH,135-ZSH-0402
81233,80959,VALVE LIMIT SWITCH,135-ZSL-0402
81234,80959,VALVE LIMIT SWITCH,135-ZSH-0403
81235,80959,VALVE LIMIT SWITCH,135-ZSL-0403
81236,80959,VALVE LIMIT SWITCH,135-ZSH-0404
81237,80959,VALVE LIMIT SWITCH,135-ZSL-0404
81238,80959,VALVE LIMIT SWITCH,135-ZSH-0405
81239,80959,VALVE LIMIT SWITCH,135-ZSL-0405
81282,80959,Sample Connection,135-SC-044
38782,80960,FLOW ELEMENT,135-FE-0006
38783,80960,FLOW ELEMENT,135-FE-0035
38822,80960,ROTAMETER,135-FI-0902
38826,80960,ROTAMETER,135-FI-0905
38835,80960,TRANSMITTER_DP FLOW,135-FT-0006
38837,80960,TRANSMITTER_DP FLOW,135-FT-0013
38838,80960,TRANSMITTER_DP FLOW,135-FT-0035
38878,80960,SIGHT GLASS,135-SG-0001
38904,80960,LEVEL GAUGE,135-LG-0051
38905,80960,LEVEL GAUGE,135-LG-0053
38958,80960,TRANSMITTER_DP LEVEL,135-LT-0052A
38959,80960,TRANSMITTER_DP LEVEL,135-LT-0052B
38960,80960,TRANSMITTER_DP LEVEL,135-LT-0052C
38961,80960,LEVEL TRANSMITTER_GWR,135-LT-0055A
38962,80960,LEVEL TRANSMITTER_GWR,135-LT-0055B
38963,80960,LEVEL TRANSMITTER_GWR,135-LT-0055C
39032,80960,TRANSMITTER_DP ,135-PDT-0019
39079,80960,PRESSURE GAUGE,135-PG-0025
39080,80960,PRESSURE GAUGE,135-PG-0076
39082,80960,PRESSURE GAUGE,135-PG-0100
39187,80960,PRESSURE GAUGE,135-PG-0914
