Requisition Line ID,Requisition ID,Asset ID,Requisition Line Description,Requisitioned Quantity,UOMID,Work Order Spare ID,Expected Purchase Price,Completed Date Time,Completed By Contact ID,Is Cancelled,Cancelled By Contact ID,Cancelled Date Time,Created By Contact ID,Created Date Time,Modified By Contact ID,Modified Date Time
6296,590,223529,SPECTACLE BLIND,2.0000000,2,,80.0000000,,,,,,1924,28/09/2023 1:59:21 PM,1924,28/09/2023 2:02:44 PM
6297,590,223530,GASKET,2.0000000,2,,8.0000000,,,,,,1924,28/09/2023 1:59:36 PM,1924,28/09/2023 2:02:44 PM
6298,590,223531,Gate Valve,2.0000000,2,,300.0000000,,,,,,1924,28/09/2023 2:00:03 PM,1924,28/09/2023 2:02:44 PM
6299,590,223532,Gate Valve,2.0000000,2,,1500.0000000,,,,,,1924,28/09/2023 2:00:15 PM,1924,28/09/2023 2:02:44 PM
6300,590,223533,Check Valve,2.0000000,2,,1500.0000000,,,,,,1924,28/09/2023 2:00:34 PM,1924,28/09/2023 2:02:44 PM
6301,590,222555,TEE,2.0000000,2,,35.0000000,,,,,,1924,28/09/2023 2:01:09 PM,1924,28/09/2023 2:02:44 PM
6302,590,223546,Pipe,49.0000000,12,,120.0000000,,,,,,1924,28/09/2023 2:01:27 PM,1924,28/09/2023 2:02:44 PM
6303,590,173924,316L SS WND GRAPH FILL CS I/R CS O/R RF B16.20 CL600 4.5MM THK (3.2MM RING) SPR WND Size2,4.0000000,2,,0.8800000,,,,,,1924,28/09/2023 2:01:42 PM,1924,28/09/2023 2:02:44 PM
6304,591,130617,Перчатки рабочие х/б с ПВХ нанесением 67+/-3 гр,0.0000000,15,9529,0.1000000,,,,689,28/09/2023 4:49:26 PM,689,28/09/2023 4:45:35 PM,689,28/09/2023 4:49:47 PM
6305,592,,,1.0000000,,,0.0000000,28/09/2023 4:47:10 PM,703,,703,28/09/2023 4:47:10 PM,703,28/09/2023 4:39:04 PM,703,28/09/2023 4:47:10 PM
6306,593,223570,U fule and T fule standards according to ASTM D613 1 l,20.0000000,5,,100.0000000,,,,,,703,28/09/2023 5:23:47 PM,703,29/09/2023 9:19:52 AM
6307,593,223571,Standard of electrical conductivity of petroleum products according to ASTM D2624 250 ml,1.0000000,5,,100.0000000,,,,,,703,29/09/2023 9:16:40 AM,703,29/09/2023 9:19:52 AM
6308,593,223572,Lubricity standard according to ASTM D6079 100 ml,0.4000000,5,,100.0000000,,,,,,703,29/09/2023 9:17:52 AM,703,29/09/2023 9:19:52 AM
6309,593,223573,"Acid Number Standart 1,5 mgKOH/g for ASTM D974 and ASTM 100 ml",1.0000000,5,,100.0000000,,,,,,703,29/09/2023 9:19:03 AM,703,29/09/2023 9:19:52 AM
6310,594,223742,Natural gas for own needs (Terminal),1.0000000,,,2000.0000000,,,,,,1999,29/09/2023 11:03:41 AM,1999,29/09/2023 11:04:27 AM
6311,595,223441,Gas reducer RDNK-1000,1.0000000,2,,350.0000000,,,,,,1999,29/09/2023 11:08:33 AM,1999,29/09/2023 11:09:35 AM
6312,595,223442,Gas meter Smart GM-40,1.0000000,2,,1400.0000000,,,,,,1999,29/09/2023 11:09:12 AM,1999,29/09/2023 11:09:35 AM
6313,596,223746,Curtain,1.0000000,2,,600.0000000,,,,,,1185,3/10/2023 10:47:43 AM,1185,3/10/2023 10:52:09 AM
6314,597,223749,Vibration Switch,5.0000000,2,,1100.0000000,,,,,,1648,3/10/2023 11:40:40 AM,1648,3/10/2023 11:45:22 AM
6315,597,223748,Vibration Transmitter,4.0000000,2,,1000.0000000,,,,,,1648,3/10/2023 11:41:19 AM,1648,3/10/2023 11:45:22 AM
6316,597,223747,Pressure Switch,4.0000000,2,,1000.0000000,,,,,,1648,3/10/2023 11:41:41 AM,1648,3/10/2023 11:45:22 AM
6317,598,223750,Обучение на недельных курсах в Академии СГБ РУ по направлению для получения сертификата (по согласованию с АО «УНГ»),1.0000000,,,90.0000000,,,,,,1902,3/10/2023 12:21:08 PM,1902,3/10/2023 12:24:24 PM
6318,599,220025,"Development of a detailed design ""for the transfer of the existing 6 kV power transmission line ""Vakhtovaya-II"" for uninterrupted power supply to UzGTL and SGCC worker camps"".",1.0000000,2,,100000.0000000,,,,,,1924,3/10/2023 12:05:47 PM,1924,3/10/2023 2:30:09 PM
6319,600,220025,"Development of a detailed design ""for the transfer of the existing 6 kV power transmission line  for uninterrupted power supply to UzGTL worker camps"".",1.0000000,2,,100000.0000000,,,,,,1924,3/10/2023 2:32:52 PM,1924,3/10/2023 2:35:15 PM
6320,601,218276,Заправка Аргон газообразный цилиндрических газ баллонов,385.0000000,2,,3.4000000,,,,,,1463,4/10/2023 10:37:43 AM,1463,4/10/2023 10:40:26 AM
6321,602,223755,Принтер МФУ,2.0000000,2,,9000.0000000,,,,,,1903,4/10/2023 5:08:36 PM,1903,4/10/2023 5:10:48 PM
6322,602,223756,Терминал очереди печати принтера,3.0000000,2,,2000.0000000,,,,,,1903,4/10/2023 5:09:33 PM,1903,4/10/2023 5:10:48 PM
6323,603,223759,Alkyl benzene (LAB) market study for the project “LAB production on the basis of the Uzbekistan GTL plant,1.0000000,26,,75000.0000000,,,,,,1968,5/10/2023 2:01:16 PM,1968,5/10/2023 2:05:44 PM
6324,604,223764,Silicon Rectifier,2.0000000,8,,50.0000000,,,,,,1137,5/10/2023 4:41:21 PM,1137,5/10/2023 4:55:34 PM
6325,605,223765,"KIT-VSI, MTS, 4 IN STROKE",1.0000000,2,,8000.0000000,,,,,,639,5/10/2023 4:59:01 PM,639,5/10/2023 5:06:52 PM
6326,605,223766,"KIT-VSI, ACTUATOR SEALS, 6 IN BORE",1.0000000,2,,8000.0000000,,,,,,639,5/10/2023 4:59:22 PM,639,5/10/2023 5:06:52 PM
6327,605,223767,"KIT-MANIFOLD SEAL REPLACEMENT KIT: 6, 8 & 10 INCH BORE, VSI",1.0000000,2,,8000.0000000,,,,,,639,5/10/2023 4:59:42 PM,639,5/10/2023 5:06:52 PM
6328,606,223763,Лопата для уборки снега,2.0000000,42,,40.0000000,,,,,,2020,5/10/2023 5:06:22 PM,2020,5/10/2023 5:24:56 PM
6329,607,221019,Долгосрочный контракт с гостиницей в Карши,1.0000000,,,0.0000000,,,,,,1955,6/10/2023 11:10:34 AM,1955,6/10/2023 11:12:16 AM
6330,608,221019,Долгосрочный контракт с гостиницей в Карши,1.0000000,,,1.0000000,,,,,,1955,6/10/2023 11:32:38 AM,1955,6/10/2023 11:33:31 AM
6331,609,223828,Mahsulotlarni qabul qilib olish to’kib olish qurilmasi USN-150/175 ni qismlarini birlashtirib turuvchi rezina salniklarini sotib olish bo’yicha,1.0000000,2,,500.0000000,,,,,,2029,6/10/2023 3:47:50 PM,2029,6/10/2023 4:01:01 PM
6332,610,223761,"Ambient air protection, harmful polluting gases from motor vehicles and soil analysis",1.0000000,2,,1500.0000000,,,,,,663,6/10/2023 4:56:59 PM,663,6/10/2023 5:01:13 PM
6333,610,223762,"Preventive disinfection services, pest control and derealization works of objects LLC ""Uzbekistan GTL"" ""GTL Chinoz terminal",1.0000000,2,,2500.0000000,,,,,,663,6/10/2023 4:59:41 PM,663,6/10/2023 5:01:13 PM
6334,611,223760,"Provision of reconstruction and scheduled maintenance services automatic fire alarm systems object oil depot ""GTL Chinoz terminali",1.0000000,2,,50000.0000000,,,,,,663,6/10/2023 5:09:49 PM,663,6/10/2023 5:12:06 PM
6335,612,218355,Специальная форменная одежда ГОСТ 27575-87,42.0000000,8,5940,43.6600000,24/10/2023 10:50:15 AM,703,,703,24/10/2023 10:50:15 AM,703,9/10/2023 1:53:22 PM,703,24/10/2023 10:50:15 AM
6336,613,223865,Pressure Gauge,2.0000000,2,,500.0000000,,,,,,1648,9/10/2023 4:53:59 PM,1648,9/10/2023 5:18:18 PM
6337,613,223864,Pressure Gauge,2.0000000,2,,500.0000000,,,,,,1648,9/10/2023 4:56:54 PM,1648,9/10/2023 5:18:18 PM
6338,613,223863,Pressure Gauge,2.0000000,2,,500.0000000,,,,,,1648,9/10/2023 4:58:40 PM,1648,9/10/2023 5:18:18 PM
6339,613,223862,Pressure Gauge,2.0000000,2,,500.0000000,,,,,,1648,9/10/2023 4:59:54 PM,1648,9/10/2023 5:18:18 PM
6340,613,223861,Pressure Gauge,2.0000000,2,,500.0000000,,,,,,1648,9/10/2023 5:00:28 PM,1648,9/10/2023 5:18:18 PM
6341,613,223860,Pressure Gauge,2.0000000,2,,500.0000000,,,,,,1648,9/10/2023 5:01:22 PM,1648,9/10/2023 5:18:18 PM
6342,613,223859,Pressure Gauge,2.0000000,2,,500.0000000,,,,,,1648,9/10/2023 5:01:36 PM,1648,9/10/2023 5:18:18 PM
6343,613,223858,Pressure Gauge,2.0000000,2,,500.0000000,,,,,,1648,9/10/2023 5:01:54 PM,1648,9/10/2023 5:18:18 PM
6344,613,223857,Pressure Gauge,2.0000000,2,,500.0000000,,,,,,1648,9/10/2023 5:02:26 PM,1648,9/10/2023 5:18:18 PM
6345,613,223837,Pressure Gauge,3.0000000,2,,500.0000000,,,,,,1648,9/10/2023 5:02:50 PM,1648,9/10/2023 5:18:18 PM
6346,613,223836,Pressure Gauge,2.0000000,2,,500.0000000,,,,,,1648,9/10/2023 5:03:17 PM,1648,9/10/2023 5:18:18 PM
6347,613,223835,Pressure Gauge,2.0000000,2,,500.0000000,,,,,,1648,9/10/2023 5:03:30 PM,1648,9/10/2023 5:18:18 PM
6348,613,223834,Pressure Gauge,2.0000000,2,,500.0000000,,,,,,1648,9/10/2023 5:03:42 PM,1648,9/10/2023 5:18:18 PM
6349,613,223833,Pressure Gauge,3.0000000,2,,500.0000000,,,,,,1648,9/10/2023 5:03:53 PM,1648,9/10/2023 5:18:18 PM
6350,613,223838,Pressure Gauge,2.0000000,2,,500.0000000,,,,,,1648,9/10/2023 5:06:57 PM,1648,9/10/2023 5:18:18 PM
6351,613,223839,Pressure Gauge,3.0000000,2,,500.0000000,,,,,,1648,9/10/2023 5:07:14 PM,1648,9/10/2023 5:18:18 PM
6352,613,223840,Pressure Gauge,2.0000000,2,,500.0000000,,,,,,1648,9/10/2023 5:07:53 PM,1648,9/10/2023 5:18:18 PM
6353,613,223841,Pressure Gauge,2.0000000,2,,500.0000000,,,,,,1648,9/10/2023 5:08:02 PM,1648,9/10/2023 5:18:18 PM
6354,613,223842,Pressure Gauge,2.0000000,2,,500.0000000,,,,,,1648,9/10/2023 5:08:10 PM,1648,9/10/2023 5:18:18 PM
6355,613,223843,Pressure Gauge,2.0000000,2,,500.0000000,,,,,,1648,9/10/2023 5:08:18 PM,1648,9/10/2023 5:18:18 PM
6356,613,223868,Pressure Gauge,2.0000000,2,,500.0000000,,,,,,1648,9/10/2023 5:09:08 PM,1648,9/10/2023 5:18:18 PM
6357,613,223845,Pressure Gauge,2.0000000,2,,500.0000000,,,,,,1648,9/10/2023 5:09:17 PM,1648,9/10/2023 5:18:18 PM
6358,613,223846,Pressure Gauge,2.0000000,2,,500.0000000,,,,,,1648,9/10/2023 5:09:24 PM,1648,9/10/2023 5:18:18 PM
6359,613,223847,Pressure Gauge,2.0000000,2,,500.0000000,,,,,,1648,9/10/2023 5:09:30 PM,1648,9/10/2023 5:18:18 PM
6360,613,223848,Pressure Gauge,3.0000000,2,,500.0000000,,,,,,1648,9/10/2023 5:09:45 PM,1648,9/10/2023 5:18:18 PM
6361,613,223849,Pressure Gauge,2.0000000,2,,500.0000000,,,,,,1648,9/10/2023 5:09:51 PM,1648,9/10/2023 5:18:18 PM
6362,613,223850,Pressure Gauge,2.0000000,2,,500.0000000,,,,,,1648,9/10/2023 5:09:58 PM,1648,9/10/2023 5:18:18 PM
6363,613,223851,Pressure Gauge,2.0000000,2,,500.0000000,,,,,,1648,9/10/2023 5:10:04 PM,1648,9/10/2023 5:18:18 PM
6364,613,223852,Pressure Gauge,2.0000000,2,,500.0000000,,,,,,1648,9/10/2023 5:10:35 PM,1648,9/10/2023 5:18:18 PM
6365,613,223853,Pressure Gauge,2.0000000,2,,500.0000000,,,,,,1648,9/10/2023 5:10:42 PM,1648,9/10/2023 5:18:18 PM
6366,613,223854,Pressure Gauge,2.0000000,2,,500.0000000,,,,,,1648,9/10/2023 5:10:57 PM,1648,9/10/2023 5:18:18 PM
6367,613,223855,Pressure Gauge,3.0000000,2,,500.0000000,,,,,,1648,9/10/2023 5:11:05 PM,1648,9/10/2023 5:18:18 PM
6368,613,223856,Pressure Gauge,3.0000000,2,,500.0000000,,,,,,1648,9/10/2023 5:11:12 PM,1648,9/10/2023 5:18:18 PM
6369,614,210561,Hewlett-Packard 15 dw3024ur,7.0000000,8,,1000.0000000,,,,,,1902,9/10/2023 5:59:08 PM,1902,9/10/2023 5:59:41 PM
6370,615,222628,"Awarding of the winners of the ""Most Devoted Teacher"" contest",7.0000000,2,,30.0000000,,,,,,1902,9/10/2023 6:01:25 PM,1902,9/10/2023 6:01:55 PM
6371,616,207280,Наклейка из самоклеящейся виниловой плёнки для дизель,100.0000000,2,,2.2300000,12/10/2023 9:26:03 AM,691,,691,12/10/2023 9:26:03 AM,691,10/10/2023 3:32:25 PM,691,12/10/2023 9:26:03 AM
6372,617,223825,Rolling Powder Fire Extinguishers (100kg) high jump refilling,10.0000000,2,,38.0000000,,,,,,695,11/10/2023 10:15:09 AM,695,11/10/2023 10:28:54 AM
6373,617,223829,Manual lifting Powder Fire Extinguishers (12kg) high jump refilling,50.0000000,2,,7.0000000,,,,,,695,11/10/2023 10:16:26 AM,695,11/10/2023 10:28:54 AM
6374,617,223830,Refilling Manual lifting Powder Fire Extinguishers (5kg) high jump,45.0000000,2,,4.0000000,,,,,,695,11/10/2023 10:17:10 AM,695,11/10/2023 10:28:54 AM
6375,617,223831,Refilling 6 kg carbon dioxide (CO2) fire extinguishers high jump,50.0000000,2,,7.0000000,,,,,,695,11/10/2023 10:17:22 AM,695,11/10/2023 10:28:54 AM
6376,618,223892,USB 3.0 flash drive (4Gb),75.0000000,2,,10.0000000,,,,,,1968,11/10/2023 11:30:31 AM,1968,11/10/2023 11:48:48 AM
6377,619,223574,NOZZLE,1.0000000,2,,700.0000000,,,,,,616,11/10/2023 2:59:49 PM,616,18/10/2023 3:30:47 PM
6378,619,223575,DISC,1.0000000,2,,400.0000000,,,,,,616,11/10/2023 3:00:22 PM,616,18/10/2023 3:30:47 PM
6379,619,223576,SPRING,1.0000000,2,,50.0000000,,,,,,616,11/10/2023 3:00:45 PM,616,18/10/2023 3:30:47 PM
6380,619,223577,BONNET GASKET,1.0000000,2,,500.0000000,,,,,,616,11/10/2023 3:00:59 PM,616,18/10/2023 3:30:47 PM
6381,619,223578,ADJUST SCREW,1.0000000,2,,400.0000000,,,,,,616,11/10/2023 3:01:16 PM,616,18/10/2023 3:30:47 PM
6382,619,223579,NOZZLE,1.0000000,2,,700.0000000,,,,,,616,11/10/2023 3:01:41 PM,616,18/10/2023 3:30:47 PM
6383,619,223580,DISC,1.0000000,2,,625.0000000,,,,,,616,11/10/2023 3:01:56 PM,616,18/10/2023 3:30:47 PM
6384,619,223581,SPRING,1.0000000,2,,400.0000000,,,,,,616,11/10/2023 3:02:08 PM,616,18/10/2023 3:30:47 PM
6385,619,223582,BONNET GASKET,1.0000000,2,,500.0000000,,,,,,616,11/10/2023 3:02:18 PM,616,18/10/2023 3:30:47 PM
6386,619,223583,ADJUST SCREW,1.0000000,2,,500.0000000,,,,,,616,11/10/2023 3:02:28 PM,616,18/10/2023 3:30:47 PM
6387,619,223584,NOZZLE,2.0000000,2,,700.0000000,,,,,,616,11/10/2023 3:03:14 PM,616,18/10/2023 3:30:47 PM
6388,619,223585,DISC,2.0000000,2,,400.0000000,,,,,,616,11/10/2023 3:03:40 PM,616,18/10/2023 3:30:47 PM
6389,619,223586,SPRING,2.0000000,2,,500.0000000,,,,,,616,11/10/2023 3:04:02 PM,616,18/10/2023 3:30:47 PM
6390,619,223587,BONNET GASKET,2.0000000,2,,500.0000000,,,,,,616,11/10/2023 3:04:52 PM,616,18/10/2023 3:30:47 PM
6391,619,223588,ADJUST SCREW,2.0000000,2,,500.0000000,,,,,,616,11/10/2023 3:05:10 PM,616,18/10/2023 3:30:47 PM
6392,619,223589,INLET BODY,6.0000000,2,,500.0000000,,,,,,616,11/10/2023 3:28:46 PM,616,18/10/2023 3:30:47 PM
6393,619,223590,DISC,6.0000000,2,,400.0000000,,,,,,616,11/10/2023 3:29:07 PM,616,18/10/2023 3:30:47 PM
6394,619,223591,SPRING,6.0000000,2,,500.0000000,,,,,,616,11/10/2023 3:29:20 PM,616,18/10/2023 3:30:47 PM
6395,619,223592,ADJUST SCREW,6.0000000,2,,500.0000000,,,,,,616,11/10/2023 3:29:31 PM,616,18/10/2023 3:30:47 PM
6396,619,223593,INLET BODY,2.0000000,2,,500.0000000,,,,,,616,11/10/2023 3:29:45 PM,616,18/10/2023 3:30:47 PM
6397,619,223594,DISC,2.0000000,2,,500.0000000,,,,,,616,11/10/2023 3:30:53 PM,616,18/10/2023 3:30:47 PM
6398,619,223595,SPRING,2.0000000,2,,500.0000000,,,,,,616,11/10/2023 3:31:06 PM,616,18/10/2023 3:30:47 PM
6399,619,223596,ADJUST SCREW,2.0000000,2,,400.0000000,,,,,,616,11/10/2023 3:31:19 PM,616,18/10/2023 3:30:47 PM
6400,619,223597,NOZZLE,3.0000000,2,,700.0000000,,,,,,616,11/10/2023 3:31:30 PM,616,18/10/2023 3:30:47 PM
6401,619,223598,DISC,3.0000000,2,,625.0000000,,,,,,616,11/10/2023 3:38:51 PM,616,18/10/2023 3:30:47 PM
6402,619,223599,SPRING,3.0000000,2,,500.0000000,,,,,,616,11/10/2023 3:39:05 PM,616,18/10/2023 3:30:47 PM
6403,619,223600,BONNET GASKET,3.0000000,2,,400.0000000,,,,,,616,11/10/2023 3:39:28 PM,616,18/10/2023 3:30:47 PM
6404,619,223601,ADJUST SCREW,3.0000000,2,,500.0000000,,,,,,616,11/10/2023 3:39:41 PM,616,18/10/2023 3:30:47 PM
6405,619,223602,NOZZLE,4.0000000,2,,700.0000000,,,,,,616,11/10/2023 3:40:37 PM,616,18/10/2023 3:30:47 PM
6406,619,223603,DISC,4.0000000,2,,625.0000000,,,,,,616,11/10/2023 3:40:54 PM,616,18/10/2023 3:30:47 PM
6407,619,223604,SPRING,4.0000000,2,,500.0000000,,,,,,616,11/10/2023 3:41:20 PM,616,18/10/2023 3:30:47 PM
6408,619,223605,BONNET GASKET,4.0000000,2,,625.0000000,,,,,,616,11/10/2023 3:43:04 PM,616,18/10/2023 3:30:47 PM
6409,619,223606,ADJUST SCREW,4.0000000,2,,500.0000000,,,,,,616,11/10/2023 3:43:19 PM,616,18/10/2023 3:30:47 PM
6410,619,223607,INLET BODY,6.0000000,2,,500.0000000,,,,,,616,11/10/2023 3:43:48 PM,616,18/10/2023 3:30:47 PM
6411,619,223608,DISC,6.0000000,2,,400.0000000,,,,,,616,11/10/2023 3:44:00 PM,616,18/10/2023 3:30:47 PM
6412,619,223609,SPRING,6.0000000,2,,500.0000000,,,,,,616,11/10/2023 3:44:12 PM,616,18/10/2023 3:30:47 PM
6413,619,223610,ADJUST SCREW,6.0000000,2,,400.0000000,,,,,,616,11/10/2023 3:44:25 PM,616,18/10/2023 3:30:47 PM
6414,619,223611,INLET BODY,2.0000000,2,,500.0000000,,,,,,616,11/10/2023 3:44:55 PM,616,18/10/2023 3:30:47 PM
6415,619,223612,DISC,2.0000000,2,,500.0000000,,,,,,616,11/10/2023 3:45:54 PM,616,18/10/2023 3:30:47 PM
6416,619,223613,SPRING,2.0000000,2,,500.0000000,,,,,,616,11/10/2023 3:46:24 PM,616,18/10/2023 3:30:47 PM
6417,619,223614,ADJUST SCREW,2.0000000,2,,500.0000000,,,,,,616,11/10/2023 3:46:41 PM,616,18/10/2023 3:30:47 PM
6418,619,223615,NOZZLE,11.0000000,2,,700.0000000,,,,,,616,11/10/2023 3:47:11 PM,616,18/10/2023 3:30:47 PM
6419,619,223616,DISC,11.0000000,2,,400.0000000,,,,,,616,11/10/2023 3:47:37 PM,616,18/10/2023 3:30:47 PM
6420,619,223617,SPRING,11.0000000,2,,500.0000000,,,,,,616,11/10/2023 3:47:50 PM,616,18/10/2023 3:30:47 PM
6421,619,223618,BONNET GASKET,11.0000000,2,,500.0000000,,,,,,616,11/10/2023 3:48:03 PM,616,18/10/2023 3:30:47 PM
6422,619,223619,ADJUST SCREW,11.0000000,2,,400.0000000,,,,,,616,11/10/2023 3:48:15 PM,616,18/10/2023 3:30:47 PM
6423,619,223620,NOZZLE,1.0000000,2,,700.0000000,,,,,,616,11/10/2023 3:48:51 PM,616,18/10/2023 3:30:47 PM
6424,619,223621,DISC,1.0000000,2,,625.0000000,,,,,,616,11/10/2023 3:49:05 PM,616,18/10/2023 3:30:47 PM
6425,619,223622,SPRING,1.0000000,2,,500.0000000,,,,,,616,11/10/2023 3:49:15 PM,616,18/10/2023 3:30:47 PM
6426,619,223623,BONNET GASKET,1.0000000,2,,500.0000000,,,,,,616,11/10/2023 3:49:25 PM,616,18/10/2023 3:30:47 PM
6427,619,223624,ADJUST SCREW,1.0000000,2,,400.0000000,,,,,,616,11/10/2023 3:49:36 PM,616,18/10/2023 3:30:47 PM
6428,619,223625,NOZZLE,1.0000000,2,,700.0000000,,,,,,616,11/10/2023 3:49:59 PM,616,18/10/2023 3:30:48 PM
6429,619,223626,SEAT RETAINER,1.0000000,2,,625.0000000,,,,,,616,11/10/2023 3:50:14 PM,616,18/10/2023 3:30:48 PM
6430,619,223627,PRELOAD SPRING,1.0000000,2,,500.0000000,,,,,,616,11/10/2023 3:50:25 PM,616,18/10/2023 3:30:48 PM
6431,619,223628,SEAT SEAL,1.0000000,2,,500.0000000,,,,,,616,11/10/2023 3:50:34 PM,616,18/10/2023 3:30:48 PM
6432,619,223629,NOZZLE SEAL,1.0000000,2,,500.0000000,,,,,,616,11/10/2023 3:50:41 PM,616,18/10/2023 3:30:48 PM
6433,619,223630,PISTON SEAL,1.0000000,2,,400.0000000,,,,,,616,11/10/2023 3:50:49 PM,616,18/10/2023 3:30:48 PM
6434,619,223631,NOZZLE,2.0000000,2,,700.0000000,,,,,,616,11/10/2023 3:51:28 PM,616,18/10/2023 3:30:48 PM
6435,619,223632,SEAT RETAINER,2.0000000,2,,625.0000000,,,,,,616,11/10/2023 3:51:42 PM,616,18/10/2023 3:30:48 PM
6436,619,223633,PRELOAD SPRING,2.0000000,2,,625.0000000,,,,,,616,11/10/2023 3:51:56 PM,616,18/10/2023 3:30:48 PM
6437,619,223634,SEAT SEAL,2.0000000,2,,500.0000000,,,,,,616,11/10/2023 3:52:11 PM,616,18/10/2023 3:30:48 PM
6438,619,223635,NOZZLE SEAL,2.0000000,2,,500.0000000,,,,,,616,11/10/2023 3:52:37 PM,616,18/10/2023 3:30:48 PM
6439,619,223636,PISTON SEAL,2.0000000,2,,400.0000000,,,,,,616,11/10/2023 3:52:51 PM,616,18/10/2023 3:30:48 PM
6440,619,223637,CLI RETAINING LOCKCLIP JOS/JBS/JLT ORF,2.0000000,2,,400.0000000,,,,,,616,11/10/2023 4:08:20 PM,616,18/10/2023 3:30:48 PM
6441,619,223638,INS DISC INSERT F ORF JOS/JBS-1()-7() EN,2.0000000,2,,400.0000000,,,,,,616,11/10/2023 4:08:44 PM,616,18/10/2023 3:30:48 PM
6442,619,223639,NZL NOZZLE RING F ORF JOS/JBS ENH 1()-4(),2.0000000,2,,400.0000000,,,,,,616,11/10/2023 4:08:57 PM,616,18/10/2023 3:30:48 PM
6443,619,223640,NZL SET SCREW-NOZZLE RING F ORF JOS/JBS,2.0000000,2,,400.0000000,,,,,,616,11/10/2023 4:09:28 PM,616,18/10/2023 3:30:48 PM
6444,619,223641,GSK GASKET PACK SST JOS/JBS F/G 1()-4(),2.0000000,8,,400.0000000,,,,,,616,11/10/2023 4:09:48 PM,616,18/10/2023 3:30:48 PM
6445,619,223642,SPD SPINDLE ASSY F ORF JOS-1()-4() TYPE,2.0000000,2,,400.0000000,,,,,,616,11/10/2023 4:10:02 PM,616,18/10/2023 3:30:48 PM
6446,619,223643,CLI RETAINING LOCKCLIP JOS/JBS/JLT ORF,1.0000000,2,,400.0000000,,,,,,616,11/10/2023 4:10:13 PM,616,18/10/2023 3:30:48 PM
6447,619,223644,INS DISC INSERT F ORF JOS/JBS-1()-7() EN,1.0000000,2,,400.0000000,,,,,,616,11/10/2023 4:10:38 PM,616,18/10/2023 3:30:48 PM
6448,619,223645,NZL NOZZLE RING F ORF JOS/JBS ENH 1()-4(),1.0000000,2,,400.0000000,,,,,,616,11/10/2023 4:10:48 PM,616,18/10/2023 3:30:48 PM
6449,619,223646,NZL SET SCREW-NOZZLE RING F ORF JOS/JBS,1.0000000,2,,400.0000000,,,,,,616,11/10/2023 4:11:01 PM,616,18/10/2023 3:30:48 PM
6450,619,223647,SPD SPINDLE ASSY F ORF JOS-1()-4() TYPE,1.0000000,2,,400.0000000,,,,,,616,11/10/2023 4:11:13 PM,616,18/10/2023 3:30:48 PM
6451,619,223648,GSK GASKET PACK SST JOS/JBS F/G 1()-4(),1.0000000,8,,400.0000000,,,,,,616,11/10/2023 4:11:28 PM,616,18/10/2023 3:30:48 PM
6452,619,223649,INS DISC INSERT N ORF JOS/JBS ENHANCED S,1.0000000,2,,400.0000000,,,,,,616,11/10/2023 4:12:12 PM,616,18/10/2023 3:30:48 PM
6453,619,223650,CLI RETAINING LOCKCLIP JOS/JBS/JLT ORF,1.0000000,2,,400.0000000,,,,,,616,11/10/2023 4:12:30 PM,616,18/10/2023 3:30:48 PM
6454,619,223651,"GSK GASKET PACK SST JOS/JBS M 4()-5(), N",1.0000000,8,,400.0000000,,,,,,616,11/10/2023 4:12:38 PM,616,18/10/2023 3:30:48 PM
6455,619,223652,PIN-COT .125 X 1.50,2.0000000,2,,400.0000000,,,,,,616,11/10/2023 4:12:47 PM,616,18/10/2023 3:30:48 PM
6456,619,223653,NZL NOZZLE RING N ORF JOS/JBS ENH SST SA,1.0000000,2,,400.0000000,,,,,,616,11/10/2023 4:13:16 PM,616,18/10/2023 3:30:48 PM
6457,619,223654,"SPD SPINDLE ASSY N 1()-4(), P 1-3()TYPE",1.0000000,2,,400.0000000,,,,,,616,11/10/2023 4:13:25 PM,616,18/10/2023 3:30:48 PM
6458,619,223655,"NZL SET SCREW-NOZZLE RING M,N,P ORF JOS/",1.0000000,2,,400.0000000,,,,,,616,11/10/2023 4:13:32 PM,616,18/10/2023 3:30:48 PM
6459,619,223656,GSK GASKET PACK SST JOS/JBS F/G 1()-4(),2.0000000,8,,400.0000000,,,,,,616,11/10/2023 4:14:25 PM,616,18/10/2023 3:30:48 PM
6460,619,223657,CLI RETAINING LOCKCLIP JOS/JBS/JLT ORF,2.0000000,2,,400.0000000,,,,,,616,11/10/2023 4:14:51 PM,616,18/10/2023 3:30:48 PM
6461,619,223658,"INS DISC INSERT ""G"" ORIFICE MOD. RETENTI",2.0000000,2,,400.0000000,,,,,,616,11/10/2023 4:15:05 PM,616,18/10/2023 3:30:48 PM
6462,619,223659,NZL NOZZLE RING G ORF JOS/JBS ENH SST SA,2.0000000,2,,400.0000000,,,,,,616,11/10/2023 4:15:18 PM,616,18/10/2023 3:30:48 PM
6463,619,223660,NZL SET SCREW-NOZZLE RING G ORF JOS/JBS,2.0000000,2,,400.0000000,,,,,,616,11/10/2023 4:15:54 PM,616,18/10/2023 3:30:48 PM
6464,619,223661,SPD SPINDLE ASSY G ORF JOS-1()-4() TYPE,2.0000000,2,,400.0000000,,,,,,616,11/10/2023 4:16:10 PM,616,18/10/2023 3:30:48 PM
